id,test_index,dialogue,english_summary,final_summary,reference_english_summary,reference_chinese_summary,pipeline,summarization_model,translation_model,num_model_calls
gold_00011,139,"Paul: I just came back home
Paul: What a busy day
Paul: I forgot about my physiotherapy 
Emma: Oh no
Paul: It's ok, I'll schedule a new appointment
Emma: I'll be home after midnight
Paul: Do you want me to prepare some food for you?
Emma: That would be lovely","Paul forgot about his physiotherapy appointment and will reschedule. Emma will be home late, and Paul offered to prepare food for her.",保罗忘记了生理治疗的预约，将重新安排。艾玛会晚回家，保罗主动提出为她准备食物。,"Paul forgot about his physiotherapy and he will schedule a new appointment. Emma will be home after midnight, so Paul will prepare some food for her.",保罗忘记去做理疗了，得重新预约。艾玛午夜后回家，所以保罗会给她准备一些吃的。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00012,192,"Harris: How are U?
Lena: Fine, U?
Harris: Been better.
Lena: ?
Harris: My friend Aoki died yesterday.
Lena: O No!
Harris: Yeah.
Lena: What happened?
Harris: Not sure yet. Thinking the worst...
Lena: O how awful!
Harris: Yes.
Lena: You just never know.
Harris: True.
Lena: Had you seen her lately?
Harris: Not for a few months. She lives in Michigan.
Lena: Oh, that's far.
Harris: Not too far but far enough.
Lena: Right.
Harris: Got to go, mom's calling.
Lena: K bi. Feel better!
Harris: K will do",Harris informs Lena about his friend Aoki's recent passing and expresses his sadness. Lena offers her condolences and inquires about their last interaction.,哈里斯告知莱娜他的朋友青木最近去世了，并表达了他的悲伤。莱娜表示慰问，并询问了他们最后一次互动的情况。,"Harris' friend, Aoki, who lives in Michigan, died yesterday. Harris hasn't seen her for a few months.",哈里斯的朋友青木住在密歇根州，昨天去世了。哈里斯有几个月没见她了。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00013,210,"Yaz: Going to slimming club tonight?
Mary: Well, I don't want to, but I really should. I've been so bad, though!
Yaz: Me too, choccies, wine, cake, you name it!
Mary: Well, we should bite the bullet. She'll tell us off, I expect. Feels like being back at school!
Yaz: Well, she IS our old cookery teacher! See you at 6ish, pick you up!?
Mary: Yep! See you then!",Yaz and Mary plan to attend their slimming club meeting despite indulging in unhealthy foods. They anticipate a scolding from their former cookery teacher who runs the club. Yaz will pick Mary up at 6 pm.,亚兹和玛丽计划参加他们的减肥俱乐部会议，尽管他们吃了不健康的食物。他们预计会受到他们前烹饪老师的训斥，而她经营着这个俱乐部。亚兹将会在晚上六点接玛丽。,Yaz and Mary are meeting tonight around 6 and going for the slimming club together. They expect to be scolded for eating too much. ,亚兹和玛丽今晚6点左右见面，一起去减肥俱乐部。他们估计吃得太多会被骂。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00014,211,"Ellie: hey, are you at the university?
Aaliyah: yep
Camille: I'm sick :/
Ellie: shiet....that's bad
Ellie: Aali, where are we having our classes now?
Aaliyah: 342 on the second floor",Ellie and Aaliyah are at the university while Camille is sick. Their class is in room 342 on the second floor.,艾莉和阿里耶在大学里，而卡米尔生病了。它们的课在二楼342室。,Ellie's class is in 342 on the second floor.,艾莉的班级在二楼342教室。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00015,212,"Nathan: <file_video>
Aaron: OMG!!! 
Aaron: 😂😂😂😂
Aaron: looool
Aaron: do you know her mate? 🤣🤣
Aaron: my cat's face looks like that when he's taking a dump..🤣🤣🤣
Aaron: <file_gif>
Aaron: the angels must be weeping 🤭🤭🤭 
Aaron: <file_gif>
Aaron: <file_gif>
Nathan: Hahahaha
Nathan: She's having a spiritual moment 😉
Nathan: No clue mate, Dan sent it over
Nathan: A tragedy to say the least 😂😂
Aaron: <file_gif>
Aaron: looking for Jesus
Nathan: 😂😂😂
Aaron: hilarious..hahahaha","Nathan shares a video of a woman having an intense spiritual experience with Aaron, who finds it humorous and compares it to his cat's facial expression while defecating. They both agree it's amusing and tragic.",纳森与亚伦分享了一个视频，视频中一名女子正在经历强烈的宗教体验。亚伦觉得好笑，并将之与他的猫在排便时的表情相比较。他们都认为这既有趣又悲剧。,Nathan and Aaron are discussing a video which Nathan sent. ,内森和亚伦正在讨论内森发来的视频。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00016,215,"Freddie: What are you watching on Netflix? I've just finished Mad Men.
Kelly: I've just finished The Crown. 
Freddie: There should be new episodes coming soon.
Kelly: OMG! i can't wait! :)
Freddie: Try Outlander or The Tudors in the meantime.
Jim: i'm watching I, Zombie.
Bob: try Grimm or Sabrina. They're both great!
Kelly: they are all horrible and disgusting! 
Bob: i think they are funny. They're just TV shows don't take them too seriously. x 
Greg: I'm watching House of Cards though must admit the new series is boring.
Mike: i agree. not the same without Kevin Spacey! You should try The West Wing if you enjoy political dramas.
Greg: Netflix original Bodyguard is supposed to be good from what I've heard.
Mary: I'm a bit ashamed to confess i enjoy stuff like Pretty Little Liars or Gossip Girl ;)
Nancy: don't be ashamed i enjoy them too! and my favourite one is Desperate Housewives!!!
Mary: I know! I watched it twice!
Alan: I'm catching up with Friends.
Nancy: OMG! i used to love Friends!","The group discusses their favorite Netflix shows. Recommendations include *Outlander*, *The Tudors*, *Grimm*, *Sabrina*, *The West Wing*, and *Bodyguard*. Some also admit to enjoying lighter fare like *Pretty Little Liars*, *Gossip Girl*, and *Desperate Housewives*.",小组讨论他们最喜欢的Netflix节目。推荐包括《异乡人》、《都铎王朝》、《格林童话》、 《萨布里娜》、《白宫群英》和《守护者》。有些人也承认喜欢轻松的节目，如《挺身而进》、《绯闻女孩》和《绝望主妇》。,"Freddie, Kelly, Jim, Greg, Bob, Mike, Mary, Alan and Nancy are watching different shows on Netflix.",弗雷迪、凯利、吉姆、格雷格、鲍勃、迈克、玛丽、艾伦和南希正在netflix上观看不同的节目。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00017,244,"Jones: Hey.
Angelina: Hey.
Angelina: Long time. How are you doing?
Jones: I'm fine
Jones: You?
Angelina: I'm cool too.
Jones: You think we can meet today later in the afternoon in town?
Angelina: Definitely.
Jones: Okay. I will call you to confirm where we will meet.
Angelina: Cool",Jones and Angelina agree to meet in town later that afternoon. Jones will call Angelina to confirm the exact location.,琼斯（Jones）和安吉丽娜（Angelina）同意当天下午在镇上见面。琼斯会给安吉丽娜打电话确认具体地点。,Jones and Angelina will meet in town in the afternoon.,琼斯和安吉丽娜下午会在城里见面。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00018,285,"Casey: <file_photo>
Amelia: these are so nice!!! did you do them yourself?
Kristen: wooow amazing
Amelia: i want my nails done like that too!
Casey: yeah i did it myself :D got a new nail polish but damn it took me nearly 4 hours lol
Amelia: can you do it for us too?
Kristen: pretty please!
Casey: sorry you guys... it was a nightmare :( seriously 4 hours for nails is too much","Casey shows off her new nail art, which she did herself, but it took nearly four hours. Amelia and Kristen compliment the nails and ask Casey to do theirs, but Casey declines due to the time-consuming process.",凯西展示了她自己完成的新的指甲艺术，但花了近四个小时。阿米莉亚和克里斯汀赞美了指甲，并让凯西给她们做，但凯西因为耗时太长而拒绝了。,"Casey got a new nail polish and did her nails herself. It took her nearly 4 hours, so she won't do her friends' nails, as it takes too long.",凯西买了新指甲油，自己做了指甲。她花了近4个小时，所以她不会帮朋友做指甲，因为耗时太长了。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00019,319,"Sue: Call me when you get this.
Sue: it's important
Steve: OK, I'm calling",Sue urges Steve to call her back immediately as she has something important to discuss. Steve acknowledges and initiates the call.,苏（Sū）催促史蒂夫（Shǐdìfū）立即回电，因为她有重要事情需要讨论。史蒂夫表示同意并拨通了电话。,Steve is calling Sue at her request.,史蒂夫正按照苏的要求给她打电话。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00020,346,"Timmy: Who do u wanna invite?
Gemma: Well, there's u and ur date :)
Timmy: Not sure about the date, but I'll be there :) who else?
Gemma: I was thinking about Lona and Michelle.
Timmy: Still thinking ur getting invites to their weddings?
Gemma: It's not like that.
Timmy: Sure it is ;) just don't wanna admit it ;)
Gemma: Fine! I want to come to their wedding receptions!
Timmy: There we go :) was it so hard?
Gemma: Yes.
Timmy: And u think u can change their minds?
Gemma: Dunno.","Gemma wants to invite Timmy, his date, Lona, and Michelle to an event, but she's unsure if they'll accept, especially since she wants to attend their wedding receptions. Timmy teases her about the invitations.",杰玛想邀请蒂米、他的约会对象罗娜和米歇尔参加一个活动，但她不确定他们是否会接受邀请，尤其是因为她也想参加他们的婚礼。蒂米调侃她关于这些邀请。,"Gemma will invite Timmy and his Date, as well as Lona and Michelle to her wedding.",杰玛将邀请蒂米和他的约会对象，以及罗娜和米歇尔参加她的婚礼。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00021,355,"Ann: Congratulations!!
Ann: You did great, both of you!
Sue: Thanks, Ann
Julie: I'm glad it's over!
Julie: That's co cute of you, girl!
Ann: Let's have a little celebration tonight! 
Sue: I'm in
Julie: me too!!! aww","Ann congratulates Sue and Julie on their success and suggests a celebration, to which both Sue and Julie agree enthusiastically.",安恩祝贺苏和朱莉取得的成功，并建议庆祝一下，苏和朱莉热情同意。,"Ann, Sue and Julie did a great job and they will have a little celebration tonight.",安、苏和朱莉做得很好，今晚他们会举行一个小小的庆祝活动。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00022,367,"Steve: hiya the dishwasher has turned up
Mum: good did they install it for you
Steve: yes they did a good job
Steve: <file_photo>
Mum: looks really nice
Steve: yes it does its nice and quiet
Mum: is it a 12 place setting one?
Steve: I think so, not that I ever have 12 for dinner lol
Mum: not but you dont have to put it on every day
Steve: no every other
Mum: yes I'm glad you are pleased with it xx
Steve: I am thanks mum xxx","Steve informs his mum that the new dishwasher has been installed and is functioning well. He mentions it's a 12-place setting model, but he doesn't usually need to use all the space. His mum is glad he's pleased with it.",史蒂夫告知他妈妈，新的洗碗机已经安装好并正常运行。他提到这是一个可容纳12个餐具的型号，但他通常不需要用到所有空间。他妈妈很高兴他满意这个洗碗机。,Steve is happy that he got a new dishwasher installed.,史蒂夫很高兴他装了一台新的洗碗机。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00023,393,"Marika: Are you coming today?
Lara: Yes!
Marika: Great!","Marika asks Lara if she is coming today, and Lara confirms that she is.",玛丽卡问拉拉今天是否来，拉拉确认她会来。,Marika is coming today.,玛丽卡今天会来。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00024,417,"Miranda: Hi S, could we cancel tomorrow's meeting?
Stephanie: again? what happened?
Miranda: I have to work :(
Stephanie: you work 20 hours a day!
Miranda: that's what young doctors do
Stephanie: they kill themselves working
Miranda: no they come close to death but survive and it makes them immortal
Stephanie: as long as you have an explanation :D","Miranda asks to cancel tomorrow's meeting due to work commitments, expressing the demands of being a young doctor. Stephanie humorously comments on Miranda's busy schedule.",米兰达因工作承诺要求取消明天的会议，表达了年轻医生的压力。斯蒂芬妮幽默地调侃了米兰达的繁忙日程。,Miranda can't make her meeting with Stephanie as she has to work. ,米兰达不能去见斯蒂芬妮，因为她要工作。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00025,432,"Javier: Hey do you know any tattoo parlors over here with English speaking employees?
Judie: Oh there's Warsaw ink
Javier: the name sounds neat... have you had a tattoo done there?
Judie: nope but my gf has
Javier: got a pic?
Judie: <file_photo>
Javier: wow that looks amazing
Javier: how much did she pay?
Judie: it was a 1000
Javier: fuck
Javier: let me just get a tatttoo back in colombia then, thx","Javier is looking for an English-speaking tattoo parlor. Judie recommends Warsaw Ink, where her girlfriend got a tattoo that cost $1000. Javier decides to get a tattoo in Colombia instead.",哈维埃尔正在寻找一家会说英语的纹身店。朱迪推荐华沙墨水，她的女朋友在那里纹了个花了1000美元的纹身。哈维埃尔决定在哥伦比亚纹身。,Javier was initially eager to have a tatoo done at Warsaw Ink but the price turned out to be too high. Javier decided to have a tatoo done in Colombia.,哈维尔最初很想在warsaw ink纹身，但价格太高了。他决定去哥伦比亚做纹身。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00026,433,"Sam: You own a really nice hotel, guys 😊
Jessica: Thanks Sam 😊
Michael: Thanks, mate 
Sam: How is our hotel room set for next month? Hope that the manager will arrange the very best for us 😉
Michael: you’re damn right, Sam
Michael: are you coming on the 15th of August?
Sam: Yep! We’ll be at the hotel around 2 p.m.
Jessica: I’m soooo happy to see you again!
Sam: Me, too 😊","Sam, Jessica, and Michael are looking forward to staying in their friends' hotel next month, arriving on August 15th at 2 p.m. They express excitement about the accommodation and seeing each other again.",山姆、杰西卡和迈克尔期待着下个月入住朋友的酒店，他们将于8月15日下午2点抵达。他们对住宿和再次见到彼此表示兴奋。,Sam appreciates the hotel owned by Jessica and Michael. Sam is going there on the 15th August at around 2pm.,山姆很喜欢杰西卡和迈克尔的酒店。他会在8月15日下午2点左右去那里。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00027,442,"Terence: What the hell, Danny. You took my money, didn't you? :/
Daniel: What, your money?? Why would I
Terence: Don't play dumb
Daniel: Are you calling me a liar, Terry??
Terence: I'm not stupid, Danny
Daniel: And I'm not a thief?? That's not cool, man :/
Terence: ... Oh shit, I'm sorry, I've just found it. Forgot I'd placed it elsewhere last month
Daniel: Good for you then
Terence: Are you upset
Daniel: What do you think?? Yeah, oh-fucking-course I am","Terence accuses Daniel of stealing his money, but later realizes he had misplaced it himself. Daniel is upset by the accusation.",特伦斯指责丹尼尔偷了他的钱，但后来发现自己把钱弄丢了。丹尼尔对这种指控感到难过。,Terence accused Daniel of taking his money. Terence finds the money later and apologizes to Daniel. Daniel is still upset.,特伦斯指控丹尼尔偷了他的钱。后来他找到了钱，就向丹尼尔道歉。但是丹尼尔还在生气。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00028,499,"Natacha: hi, i can come and pick you up at the RER.
Charles: so  nice. I just landed. I think i'll arrive about 5:30pm. I'll give you a call
Natacha: ok ,call  me when  you'll be at the station Vesinet. 
Charles: thanks . see you",Natacha offers to pick up Charles from the RER station. Charles will arrive around 5:30 pm and will call Natacha when he reaches Vesinet station.,纳塔莎（Natacha）主动提出去RER车站接查尔斯（Charles）。查尔斯将于下午5点半左右到达，并在抵达维西奈（Vesinet）车站时给纳塔莎打电话。,Charles has just landed and he will be at RER about 5.30 PM. Natacha will pick him up from there.,查尔斯刚刚落地，他会在下午五点半到达rer，娜塔夏会在那里接他。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00029,528,"Meg: still at school?
Ann: i have extra math classes
Meg: so when can i meet you?
Ann: i will be home at 7","Ann has extra math classes and will be home at 7, so Meg can meet her then.",安有额外的数学课，会在七点回家，所以梅格可以在那时见她。,Ann is still at school. She will be home at 7 so she can meet Meg then.,安还在学校，她7点会回家，这样她就可以和麦格见面了。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00030,532,"Pete: What flavour yogurt did you want again? My brain is like a sieve today.
Jen: Pear but only if they've got it. Otherwise don't worry about it.
Pete: I'll have a look around. If they don't have pear can I get a different flavour?
Jen: I don't like any other flavour. If they don't have pear just don't get anything at all then.
Pete: OK.","Pete is buying yogurt for Jen, who wants pear flavor if available; otherwise, she doesn't want any. Pete will look for pear yogurt and won't get another flavor if it's not available.",彼得为詹购买酸奶。如果有梨味，她想要；否则，她不要任何口味。彼得会寻找梨味酸奶，如果没有就不会选其他口味。,Pete will get a pear yogurt for Jen if they have it.,如果商店里有梨味酸奶， 皮特会给珍买的。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00031,536,"Christie: how are you after the party?
Katie: really tired... and you?
Christie: same
Christie: the party was great!
Katie: Yeah, we had fun! :)","Both Christie and Katie are tired after the party, which they enjoyed.",克里斯蒂和凯蒂都享受了派对，但现在很累。,Christie and Katie are tired after the party. They both had fun.,克里斯蒂和凯蒂在聚会后累了。他们都玩得很开心。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00032,537,"Sam: Are you working tomorrow?
Carla: No, it's my day off
Sam: I'm free in the afternoon, do you fancy meeting up?
Carla: Yeah, sure
Sam: Ok, great! Shall we go to Meanwood?
Carla: Ok, there's that cafe there that does the yummy cakes. Meet you at 2?
Sam: Yes - looking forward to it!
Carla: See you tom! xx","Sam and Carla plan to meet in Meanwood at 2 pm tomorrow, as Carla has the day off from work. They will go to a cafe known for its delicious cakes.",山姆和卡拉计划明天下午两点在米恩伍德见面，因为卡拉那天休假。他们将去一家以美味蛋糕闻名的咖啡馆。,Carla has a day off tomorrow. She will meet Sam in Meanwood in a cafe at 2 pm.,卡拉明天有一天假。她将在下午两点在meanwood的一个咖啡馆和山姆见面。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00033,544,"Joana: wana play some games?
Sandy: what games?
Joana: maybe dixit?
Joana: or carcassonne?
Sandy: why not?
Joana: ok, I'll bring them 2 u
Sandy: great :)","Joana and Sandy plan to play board games, specifically Dixit or Carcassonne, with Joana bringing the games to Sandy.",乔安娜和桑迪计划玩棋盘游戏，具体是《迪克西特》或《卡卡颂》，乔安娜将把游戏带到桑迪家。,Joana will bring Sandy some games like dixit and carcassonne.,琼娜将为桑迪带来一些像迪克西特和卡尔卡松这样的游戏。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00034,548,"Steve: Bought the new Dream Theater album 5 minutes ago. I hope it's good.
Rob: I have it here on my desk, ready for the first listening.
Steve: Ok, I'll tell you later what I think about it.
Rob: Same here. See you later!","Steve recently purchased the new Dream Theater album and plans to share his thoughts on it with Rob, who already has the album and is preparing to listen to it.",史蒂夫最近购买了新的梦剧院专辑，并计划与罗布分享他对专辑的看法。罗布已经拥有这张专辑，并且正在准备聆听它。,"Steve and Rob will talk about new Dream Theater album, after they finish listening.",史蒂夫和罗伯将在听完后谈论新的梦剧场专辑。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00035,551,"Peter: Can you send me the link of your beauty shop?
Joy: Definitely
Joy: It is https:// *********
Joy: Hope you will like it and feel free to ask any questions.
Peter: Okay. Let me look at it.","Joy sends Peter the link to her beauty shop, which he intends to review.",乔伊给彼得发送了她美容店的链接，他打算进行评价。,Joy sent Peter the link to her beauty shop.,乔伊把她美容店的链接发给了彼得。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00036,590,"Ethan: who's going to see solstafir?
Noah: solstafir! when?
Noah: i had no idea they were playing
Archie: I'm not :D.
Leo: i'm going ofc!
Ethan: 21.11
Noah: that's a wednesday... ehh...
Noah: i'll have to see, might have to stay late at work...
Leo: nooo you have to come
Ethan: yeah you have to!
Archie: There are better concerts :P.
Noah: i know, i would really like to see them, but yeah
Leo: archie... :P
Ethan: don't mind him :P
Noah: i'll see and let you know, it would really suck to miss them
Leo: yup!
Ethan: yup! x2",The group discusses attending a Solstafir concert on November 21st. Noah is unsure if he can attend due to work commitments but will try to make it as he really wants to see the band. Archie thinks there are better concerts.,这个小组讨论是否参加11月21日的Solstafir音乐会。诺亚因为工作原因不确定能否出席，但会尽力抽空，因为他非常想看这个乐队的表演。阿奇认为还有更好的音乐会。,"Ethan and Leo are going to see Sólstafir on 21.11. Noah would like to go too, but he might have to stay late at work.",伊森和里奥要在21点11分去见索斯塔弗。诺亚也想去，但他可能得工作到很晚。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
