id,test_index,dialogue,translated_dialogue,final_summary,reference_english_summary,reference_chinese_summary,pipeline,translation_model,summarization_model,num_model_calls
gold_00011,139,"Paul: I just came back home
Paul: What a busy day
Paul: I forgot about my physiotherapy 
Emma: Oh no
Paul: It's ok, I'll schedule a new appointment
Emma: I'll be home after midnight
Paul: Do you want me to prepare some food for you?
Emma: That would be lovely","保罗：我刚到家。

保罗：今天真忙。

保罗：我把理疗的事给忘了。

艾玛：哦，不！

保罗：没关系，我再约个新时间。

艾玛：我半夜才到家。

保罗：要我为你准备点吃的吗？

艾玛：那太好了。",保罗刚到家，觉得今天很忙，把理疗的事忘了。他想再约新时间，并提议为半夜才到家的艾玛准备食物，艾玛表示同意。,"Paul forgot about his physiotherapy and he will schedule a new appointment. Emma will be home after midnight, so Paul will prepare some food for her.",保罗忘记去做理疗了，得重新预约。艾玛午夜后回家，所以保罗会给她准备一些吃的。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00012,192,"Harris: How are U?
Lena: Fine, U?
Harris: Been better.
Lena: ?
Harris: My friend Aoki died yesterday.
Lena: O No!
Harris: Yeah.
Lena: What happened?
Harris: Not sure yet. Thinking the worst...
Lena: O how awful!
Harris: Yes.
Lena: You just never know.
Harris: True.
Lena: Had you seen her lately?
Harris: Not for a few months. She lives in Michigan.
Lena: Oh, that's far.
Harris: Not too far but far enough.
Lena: Right.
Harris: Got to go, mom's calling.
Lena: K bi. Feel better!
Harris: K will do","哈里斯：你好吗？
莱娜：还好，你呢？
哈里斯：可以更好。
莱娜：怎么了？
哈里斯：我朋友青木昨天去世了。
莱娜：哎呀！
哈里斯：是的。
莱娜：发生了什么事？
哈里斯：还不确定，我在想最坏的情况...
莱娜：太可怕了！
哈里斯：是的。
莱娜：你永远不知道会发生什么。
哈里斯：没错。
莱娜：你最近见过她吗？
哈里斯：几个月前见过，她在密歇根州生活。
莱娜：哦，那很远啊。
哈里斯：不算太远，但足够远了。
莱娜：是的。
哈里斯：我得挂了，妈妈在叫我。
莱娜：好吧，再见！保重！
哈里斯：好，会注意的。",哈里斯告诉莱娜他的朋友青木昨天去世了，原因不明。哈里斯感到难过，莱娜安慰他，并提到他们几个月前在密歇根州见面。哈里斯需离开，莱娜告别并表达关心。,"Harris' friend, Aoki, who lives in Michigan, died yesterday. Harris hasn't seen her for a few months.",哈里斯的朋友青木住在密歇根州，昨天去世了。哈里斯有几个月没见她了。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00013,210,"Yaz: Going to slimming club tonight?
Mary: Well, I don't want to, but I really should. I've been so bad, though!
Yaz: Me too, choccies, wine, cake, you name it!
Mary: Well, we should bite the bullet. She'll tell us off, I expect. Feels like being back at school!
Yaz: Well, she IS our old cookery teacher! See you at 6ish, pick you up!?
Mary: Yep! See you then!","雅兹：今晚去减肥俱乐部吗？
玛丽：嗯，我不想去，但我真的应该去。我最近真是太放纵自己了！
雅兹：我也是，巧克力、红酒、蛋糕，你说什么都有！
玛丽：好吧，我们还是咬牙去吧。她可能会责备我们，我想。感觉像回到了学校！
雅兹：是啊，她就是我们以前的烹饪老师！六点左右见，我来接你！
玛丽：好！见了再说！",雅兹和玛丽讨论今晚是否去减肥俱乐部。两人都承认最近放纵自己，决定去参加，尽管有些不情愿。雅兹会六点左右接玛丽，感觉像回到了学校时代。,Yaz and Mary are meeting tonight around 6 and going for the slimming club together. They expect to be scolded for eating too much. ,亚兹和玛丽今晚6点左右见面，一起去减肥俱乐部。他们估计吃得太多会被骂。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00014,211,"Ellie: hey, are you at the university?
Aaliyah: yep
Camille: I'm sick :/
Ellie: shiet....that's bad
Ellie: Aali, where are we having our classes now?
Aaliyah: 342 on the second floor","艾莉：嗨，你在大学吗？
阿丽亚：是的。
卡米尔：我生病了：/
艾莉：糟糕……真不好。
艾莉：阿丽亚，我们现在在哪里上课？
阿丽亚：二楼的342室。",艾莉询问阿丽亚是否在大学，并表达了对卡米尔生病的关心。她还问了当前的上课地点，阿丽亚回答是在二楼342室。,Ellie's class is in 342 on the second floor.,艾莉的班级在二楼342教室。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00015,212,"Nathan: <file_video>
Aaron: OMG!!! 
Aaron: 😂😂😂😂
Aaron: looool
Aaron: do you know her mate? 🤣🤣
Aaron: my cat's face looks like that when he's taking a dump..🤣🤣🤣
Aaron: <file_gif>
Aaron: the angels must be weeping 🤭🤭🤭 
Aaron: <file_gif>
Aaron: <file_gif>
Nathan: Hahahaha
Nathan: She's having a spiritual moment 😉
Nathan: No clue mate, Dan sent it over
Nathan: A tragedy to say the least 😂😂
Aaron: <file_gif>
Aaron: looking for Jesus
Nathan: 😂😂😂
Aaron: hilarious..hahahaha","奈森：<文件_视频>

艾伦：天啊!!!

艾伦：😂😂😂😂

艾伦：哈哈哈哈

艾伦：你认识她吗？🤣🤣

艾伦：我猫咪拉屎时的表情就是这样...🤣🤣🤣

艾伦：<文件_gif>

艾伦：天使们一定在哭泣 🤭🤭🤭

艾伦：<文件_gif>

艾伦：<文件_gif>

奈森：哈哈哈哈

奈森：她正在经历一场精神旅程 😉

奈森：完全不知道，是丹发给我的

奈森：至少可以说是一场悲剧 😂😂

艾伦：<文件_gif>

艾伦：寻找耶稣

奈森：😂😂😂

艾伦：太好笑了...哈哈哈哈",奈森向艾伦展示了一个视频，艾伦觉得非常好笑，并用一系列GIF表达了自己的反应。他们讨论了视频中女子的表情和行为，认为很滑稽，同时提到猫咪拉屎时的表情相似。奈森透露该视频是丹发送的，并将其描述为一种精神旅程和悲剧。,Nathan and Aaron are discussing a video which Nathan sent. ,内森和亚伦正在讨论内森发来的视频。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00016,215,"Freddie: What are you watching on Netflix? I've just finished Mad Men.
Kelly: I've just finished The Crown. 
Freddie: There should be new episodes coming soon.
Kelly: OMG! i can't wait! :)
Freddie: Try Outlander or The Tudors in the meantime.
Jim: i'm watching I, Zombie.
Bob: try Grimm or Sabrina. They're both great!
Kelly: they are all horrible and disgusting! 
Bob: i think they are funny. They're just TV shows don't take them too seriously. x 
Greg: I'm watching House of Cards though must admit the new series is boring.
Mike: i agree. not the same without Kevin Spacey! You should try The West Wing if you enjoy political dramas.
Greg: Netflix original Bodyguard is supposed to be good from what I've heard.
Mary: I'm a bit ashamed to confess i enjoy stuff like Pretty Little Liars or Gossip Girl ;)
Nancy: don't be ashamed i enjoy them too! and my favourite one is Desperate Housewives!!!
Mary: I know! I watched it twice!
Alan: I'm catching up with Friends.
Nancy: OMG! i used to love Friends!","弗雷迪：你在Netflix上看什么？我刚刚看完《广告狂人》。

凯利：我刚刚看完《王冠》。

弗雷迪：新剧集应该很快就会来了。

凯利：天啊！我等不及了！😊

弗雷迪：同时可以试试《异乡人》或《都铎王朝》。

吉姆：我在看《我，僵尸》。

鲍勃：试试《格林》或《萨布里娜》，它们都很棒！

凯利：它们都太可怕和恶心了！

鲍勃：我觉得它们很有趣。它们只是电视节目，不要太认真。×

格雷格：我在看《纸牌屋》，虽然必须承认新系列很无聊。

迈克：我同意。没有凯文·斯派西就不是同一个节目了！如果你喜欢政治剧，应该试试《白宫群英》。

格雷格：根据我听说的，Netflix原创的《保镖》很好看。

玛丽：我有点羞愧地承认我喜欢像《挺身而进》或《绯闻女孩》这样的节目；)

南希：别羞愧，我也喜欢！我最喜欢的是《绝望主妇》!!!

玛丽：我知道！我看了两次！

艾伦：我正在追《老友记》。

南希：天啊！我以前很喜欢《老友记》！",群友们在讨论他们在Netflix上观看的节目。弗雷迪刚看完《广告狂人》，凯利看完《王冠》，并期待新剧集。吉姆看《我，僵尸》，鲍勃推荐《格林》和《萨布里娜》，但凯利觉得太可怕。格雷格看《纸牌屋》，迈克建议看《白宫群英》。玛丽喜欢《挺身而进》和《绯闻女孩》，南希也喜欢并推荐《绝望主妇》。艾伦正在看《老友记》。,"Freddie, Kelly, Jim, Greg, Bob, Mike, Mary, Alan and Nancy are watching different shows on Netflix.",弗雷迪、凯利、吉姆、格雷格、鲍勃、迈克、玛丽、艾伦和南希正在netflix上观看不同的节目。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00017,244,"Jones: Hey.
Angelina: Hey.
Angelina: Long time. How are you doing?
Jones: I'm fine
Jones: You?
Angelina: I'm cool too.
Jones: You think we can meet today later in the afternoon in town?
Angelina: Definitely.
Jones: Okay. I will call you to confirm where we will meet.
Angelina: Cool","琼斯：嗨。
安吉丽娜：嗨。
安吉丽娜：好久不见。你最近怎么样？
琼斯：我很好。
琼斯：你呢？
安吉丽娜：我也很好。
琼斯：你觉得我们今天下午可以在镇上见面吗？
安吉丽娜：当然可以。
琼斯：好吧。我会打电话给你确认我们见面的地点。
安吉丽娜：好啊。",琼斯与安吉丽娜久别重逢，约定下午在镇上见面，琼斯将电话确认地点。,Jones and Angelina will meet in town in the afternoon.,琼斯和安吉丽娜下午会在城里见面。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00018,285,"Casey: <file_photo>
Amelia: these are so nice!!! did you do them yourself?
Kristen: wooow amazing
Amelia: i want my nails done like that too!
Casey: yeah i did it myself :D got a new nail polish but damn it took me nearly 4 hours lol
Amelia: can you do it for us too?
Kristen: pretty please!
Casey: sorry you guys... it was a nightmare :( seriously 4 hours for nails is too much","凯西：<文件_照片>
阿米莉亚：这些太漂亮了!!! 你自己做的吗？
克里斯汀：哇哦，太棒了
阿米莉亚：我也想让我的指甲这样做！
凯西：是的，我自己做的：D 买了一款新的指甲油，但天啊，花了我近四个小时，哈哈
阿米莉亚：你能给我们也做吗？
克里斯汀：求求你！
凯西：抱歉，各位... 真是噩梦一样：( 老实说，指甲花四个小时太长了",凯西展示了她自己花费四个小时完成的美丽指甲。阿米莉亚和克里斯汀很喜欢，希望凯西也能为她们做，但凯西觉得时间太长，无法满足她们的请求。,"Casey got a new nail polish and did her nails herself. It took her nearly 4 hours, so she won't do her friends' nails, as it takes too long.",凯西买了新指甲油，自己做了指甲。她花了近4个小时，所以她不会帮朋友做指甲，因为耗时太长了。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00019,319,"Sue: Call me when you get this.
Sue: it's important
Steve: OK, I'm calling","苏：收到后给我打电话。
苏：很重要。
史蒂夫：好，我正在打电话。",苏提醒史蒂夫收到东西后立即打电话，并强调此事重要性。史蒂夫回应正在拨打电话。,Steve is calling Sue at her request.,史蒂夫正按照苏的要求给她打电话。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00020,346,"Timmy: Who do u wanna invite?
Gemma: Well, there's u and ur date :)
Timmy: Not sure about the date, but I'll be there :) who else?
Gemma: I was thinking about Lona and Michelle.
Timmy: Still thinking ur getting invites to their weddings?
Gemma: It's not like that.
Timmy: Sure it is ;) just don't wanna admit it ;)
Gemma: Fine! I want to come to their wedding receptions!
Timmy: There we go :) was it so hard?
Gemma: Yes.
Timmy: And u think u can change their minds?
Gemma: Dunno.","蒂米：你想邀请谁？
杰玛：嗯，有你和你的约会对象:)
蒂米：约会对象还不确定，但我会去:) 还有别人吗？
杰玛：我在想洛娜和米歇尔。
蒂米：还在想着你能收到她们婚礼的邀请吗？
杰玛：不是这样的。
蒂米：当然是这样；) 只是不想承认；)
杰玛：好吧！我想去参加她们的婚宴！
蒂米：这样就好:) 有那么难吗？
杰玛：是的。
蒂米：你觉得你能改变她们的想法吗？
杰玛：不知道。",蒂米和杰玛讨论参加婚礼邀请。杰玛想邀请蒂米、他的约会对象、洛娜和米歇尔。蒂米质疑杰玛是否想收到婚礼邀请，杰玛承认想去参加婚宴，但担心改变不了她们的想法。,"Gemma will invite Timmy and his Date, as well as Lona and Michelle to her wedding.",杰玛将邀请蒂米和他的约会对象，以及罗娜和米歇尔参加她的婚礼。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00021,355,"Ann: Congratulations!!
Ann: You did great, both of you!
Sue: Thanks, Ann
Julie: I'm glad it's over!
Julie: That's co cute of you, girl!
Ann: Let's have a little celebration tonight! 
Sue: I'm in
Julie: me too!!! aww","安：恭喜！！

安：你们两个都做得很棒！

苏：谢谢，安。

朱莉：我很高兴一切结束了！

朱莉：你真可爱，女孩！

安：今晚我们来点小庆祝吧！

苏：我参加。

朱莉：我也参加!!! 啊",安祝贺苏和朱莉，称赞他们表现出色。朱莉高兴一切结束，并赞扬安可爱。大家决定今晚小聚庆祝。,"Ann, Sue and Julie did a great job and they will have a little celebration tonight.",安、苏和朱莉做得很好，今晚他们会举行一个小小的庆祝活动。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00022,367,"Steve: hiya the dishwasher has turned up
Mum: good did they install it for you
Steve: yes they did a good job
Steve: <file_photo>
Mum: looks really nice
Steve: yes it does its nice and quiet
Mum: is it a 12 place setting one?
Steve: I think so, not that I ever have 12 for dinner lol
Mum: not but you dont have to put it on every day
Steve: no every other
Mum: yes I'm glad you are pleased with it xx
Steve: I am thanks mum xxx","史蒂夫：嗨，洗碗机到了。
妈妈：好极了，他们给你安装了吗？
史蒂夫：是的，他们干得不错。
史蒂夫：<文件_照片>
妈妈：看起来真不错。
史蒂夫：是啊，还很安静。
妈妈：这是十二人份的吗？
史蒂夫：我觉得是，不过我从来没一次性摆过十二人的晚餐，哈哈。
妈妈：不用天天用啦。
史蒂夫：每隔一天吧。
妈妈：很高兴你喜欢，亲爱的。💕
史蒂夫：我很喜欢，谢谢妈妈。💖",史蒂夫向妈妈展示了新安装的洗碗机，并分享了其安静和高效的特点。妈妈很开心，认为这是一次好的购买。他们讨论了使用频率，史蒂夫表示每隔一天用一次。,Steve is happy that he got a new dishwasher installed.,史蒂夫很高兴他装了一台新的洗碗机。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00023,393,"Marika: Are you coming today?
Lara: Yes!
Marika: Great!","玛丽卡：你今天来吗？
拉拉：来！
玛丽卡：太好了！",玛丽卡问拉拉今天是否会来，拉拉回答会来，玛丽卡很高兴。,Marika is coming today.,玛丽卡今天会来。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00024,417,"Miranda: Hi S, could we cancel tomorrow's meeting?
Stephanie: again? what happened?
Miranda: I have to work :(
Stephanie: you work 20 hours a day!
Miranda: that's what young doctors do
Stephanie: they kill themselves working
Miranda: no they come close to death but survive and it makes them immortal
Stephanie: as long as you have an explanation :D","米兰达：嗨，S，我们能取消明天的会议吗？
斯蒂芬妮：又是吗？发生了什么事？
米兰达：我必须工作。
斯蒂芬妮：你一天工作20个小时！
米兰达：这就是年轻医生所做的事情。
斯蒂芬妮：他们把自己活活干死。
米兰达：不，他们接近死亡但幸存下来，这使他们永生。
斯蒂芬妮：只要你有解释就好了：D",米兰达想取消明天的会议，因为她需要工作。斯蒂芬妮表达了对年轻医生过度工作的担忧，但米兰达认为这是他们的选择，并用“接近死亡而幸存”来解释他们的奉献精神。,Miranda can't make her meeting with Stephanie as she has to work. ,米兰达不能去见斯蒂芬妮，因为她要工作。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00025,432,"Javier: Hey do you know any tattoo parlors over here with English speaking employees?
Judie: Oh there's Warsaw ink
Javier: the name sounds neat... have you had a tattoo done there?
Judie: nope but my gf has
Javier: got a pic?
Judie: <file_photo>
Javier: wow that looks amazing
Javier: how much did she pay?
Judie: it was a 1000
Javier: fuck
Javier: let me just get a tatttoo back in colombia then, thx","哈维尔：嘿，你知道这附近有没有纹身店的员工会说英语？
朱迪：哦，有华沙墨水（Warsaw Ink）。
哈维尔：这个名字听起来很酷...你在那里纹过身吗？
朱迪：没有，但我女朋友纹过。
哈维尔：有照片吗？
朱迪：<文件_照片>
哈维尔：哇，看起来很棒。
哈维尔：她付了多少钱？
朱迪：1000。
哈维尔：靠！
哈维尔：我还是回哥伦比亚纹吧，谢谢。",哈维尔询问附近有无英语流利的纹身店员工，朱迪推荐华沙墨水，并分享了女友的纹身照片。哈维尔对设计和价格感到惊讶，最终决定在哥伦比亚纹身。,Javier was initially eager to have a tatoo done at Warsaw Ink but the price turned out to be too high. Javier decided to have a tatoo done in Colombia.,哈维尔最初很想在warsaw ink纹身，但价格太高了。他决定去哥伦比亚做纹身。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
