id,test_index,dialogue,translated_dialogue,final_summary,reference_english_summary,reference_chinese_summary,pipeline,translation_model,summarization_model,num_model_calls
gold_00017,244,"Jones: Hey.
Angelina: Hey.
Angelina: Long time. How are you doing?
Jones: I'm fine
Jones: You?
Angelina: I'm cool too.
Jones: You think we can meet today later in the afternoon in town?
Angelina: Definitely.
Jones: Okay. I will call you to confirm where we will meet.
Angelina: Cool","琼斯：嘿。
安吉丽娜：嘿。
安吉丽娜：好久不见。你最近怎么样？
琼斯：我很好。
琼斯：你呢？
安吉丽娜：我也挺好的。
琼斯：你觉得我们今天下午晚些时候在城里见面怎么样？
安吉丽娜：当然可以。
琼斯：好的。我会打电话给你确认见面地点。
安吉丽娜：好的。",琼斯与安吉丽娜寒暄后，约定下午在城里见面，琼斯稍后将致电确认具体地点。,Jones and Angelina will meet in town in the afternoon.,琼斯和安吉丽娜下午会在城里见面。,translate_then_summarize,qwen3.5:27b,qwen3.5:27b,2
gold_00018,285,"Casey: <file_photo>
Amelia: these are so nice!!! did you do them yourself?
Kristen: wooow amazing
Amelia: i want my nails done like that too!
Casey: yeah i did it myself :D got a new nail polish but damn it took me nearly 4 hours lol
Amelia: can you do it for us too?
Kristen: pretty please!
Casey: sorry you guys... it was a nightmare :( seriously 4 hours for nails is too much","凯西：<file_photo>
阿米莉亚：这些太漂亮了！！！是你自己做的吗？
克里斯滕：哇，太棒了！
阿米莉亚：我也想这样美甲！
凯西：是啊，是我自己做的：D 买了新指甲油，但天哪，我花了将近四个小时，哈哈。
阿米莉亚：你也能帮我们做吗？
克里斯滕：拜托拜托！
凯西：抱歉，各位……那简直是一场噩梦：( 说真的，美甲花四个小时太久了。",凯西展示自制美甲，获阿米莉亚和克里斯滕称赞。因耗时近四小时，凯西婉拒了两人请求其帮忙做美甲的提议。,"Casey got a new nail polish and did her nails herself. It took her nearly 4 hours, so she won't do her friends' nails, as it takes too long.",凯西买了新指甲油，自己做了指甲。她花了近4个小时，所以她不会帮朋友做指甲，因为耗时太长了。,translate_then_summarize,qwen3.5:27b,qwen3.5:27b,2
gold_00019,319,"Sue: Call me when you get this.
Sue: it's important
Steve: OK, I'm calling","苏：收到这条信息时给我打电话。
苏：这很重要。
史蒂夫：好的，我现在就给你打。",苏收到重要信息，要求史蒂夫立即回电，史蒂夫答应马上拨打。,Steve is calling Sue at her request.,史蒂夫正按照苏的要求给她打电话。,translate_then_summarize,qwen3.5:27b,qwen3.5:27b,2
gold_00020,346,"Timmy: Who do u wanna invite?
Gemma: Well, there's u and ur date :)
Timmy: Not sure about the date, but I'll be there :) who else?
Gemma: I was thinking about Lona and Michelle.
Timmy: Still thinking ur getting invites to their weddings?
Gemma: It's not like that.
Timmy: Sure it is ;) just don't wanna admit it ;)
Gemma: Fine! I want to come to their wedding receptions!
Timmy: There we go :) was it so hard?
Gemma: Yes.
Timmy: And u think u can change their minds?
Gemma: Dunno.","蒂米：你想邀请谁？
杰玛：嗯，有你和你的约会对象 :)
蒂米：约会对象还不确定，但我会去的 :) 还有谁？
杰玛：我在想洛娜和米歇尔。
蒂米：你还在想着能收到她们的婚礼请柬吗？
杰玛：不是那样的。
蒂米：当然是那样 ;) 只是不想承认罢了 ;)
杰玛：好吧！我就是想去参加她们的婚礼招待会！
蒂米：这就对了 :) 有那么难吗？
杰玛：是的。
蒂米：那你觉得你能改变她们的主意吗？
杰玛：不知道。",蒂米与杰玛讨论婚礼邀请名单，杰玛想邀请洛娜和米歇尔参加招待会，蒂米调侃她仍期待收到请柬，杰玛承认难以改变对方主意。,"Gemma will invite Timmy and his Date, as well as Lona and Michelle to her wedding.",杰玛将邀请蒂米和他的约会对象，以及罗娜和米歇尔参加她的婚礼。,translate_then_summarize,qwen3.5:27b,qwen3.5:27b,2
gold_00021,355,"Ann: Congratulations!!
Ann: You did great, both of you!
Sue: Thanks, Ann
Julie: I'm glad it's over!
Julie: That's co cute of you, girl!
Ann: Let's have a little celebration tonight! 
Sue: I'm in
Julie: me too!!! aww","安：恭喜！！
安：你们俩都表现得非常出色！
苏：谢谢，安。
朱莉：我很高兴终于结束了！
朱莉：你真可爱，姑娘！
安：今晚我们稍微庆祝一下吧！
苏：我参加。
朱莉：我也参加！！！太棒了。",安祝贺苏和朱莉表现出色，提议当晚庆祝，两人均欣然同意。,"Ann, Sue and Julie did a great job and they will have a little celebration tonight.",安、苏和朱莉做得很好，今晚他们会举行一个小小的庆祝活动。,translate_then_summarize,qwen3.5:27b,qwen3.5:27b,2
gold_00022,367,"Steve: hiya the dishwasher has turned up
Mum: good did they install it for you
Steve: yes they did a good job
Steve: <file_photo>
Mum: looks really nice
Steve: yes it does its nice and quiet
Mum: is it a 12 place setting one?
Steve: I think so, not that I ever have 12 for dinner lol
Mum: not but you dont have to put it on every day
Steve: no every other
Mum: yes I'm glad you are pleased with it xx
Steve: I am thanks mum xxx","史蒂夫：嗨，洗碗机已经送来了。
妈妈：太好了，他们帮你安装好了吗？
史蒂夫：是的，他们干得很不错。
史蒂夫：<file_photo>
妈妈：看起来真不错。
史蒂夫：是啊，它既美观又安静。
妈妈：是十二人份的吗？
史蒂夫：我想是吧，反正我吃饭时也没凑过十二个人，哈哈。
妈妈：没错，但你不必每天都用啊。
史蒂夫：不，我是隔一天用一次。
妈妈：是啊，我很高兴你满意，亲亲。
史蒂夫：我也很高兴，谢谢妈妈，亲亲亲亲。",史蒂夫告知妈妈洗碗机已送达并安装完毕，他称赞其美观安静。妈妈关心容量，史蒂夫表示虽不确定是否十二人份，但隔日使用已足够，两人互致满意与爱意。,Steve is happy that he got a new dishwasher installed.,史蒂夫很高兴他装了一台新的洗碗机。,translate_then_summarize,qwen3.5:27b,qwen3.5:27b,2
gold_00023,393,"Marika: Are you coming today?
Lara: Yes!
Marika: Great!","玛丽卡：你今天来吗？
拉拉：来！
玛丽卡：太好了！",玛丽卡询问拉拉今天是否前来，拉拉确认会来，玛丽卡对此表示高兴。,Marika is coming today.,玛丽卡今天会来。,translate_then_summarize,qwen3.5:27b,qwen3.5:27b,2
gold_00024,417,"Miranda: Hi S, could we cancel tomorrow's meeting?
Stephanie: again? what happened?
Miranda: I have to work :(
Stephanie: you work 20 hours a day!
Miranda: that's what young doctors do
Stephanie: they kill themselves working
Miranda: no they come close to death but survive and it makes them immortal
Stephanie: as long as you have an explanation :D","米兰达：嗨，斯蒂芬妮，我们能否取消明天的会议？
斯蒂芬妮：又怎么了？发生什么事了？
米兰达：我得工作 :(
斯蒂芬妮：你一天工作二十个小时！
米兰达：年轻医生都是这样做的。
斯蒂芬妮：他们工作到把自己累死。
米兰达：不，他们只是接近死亡却幸存下来，这让他们变得不朽。
斯蒂芬妮：只要你有个解释就行 :D",米兰达因工作需取消明日会议，斯蒂芬妮质疑其过度劳累。米兰达辩称年轻医生皆如此，虽接近死亡却能幸存成就不朽，斯蒂芬妮对此表示无奈。,Miranda can't make her meeting with Stephanie as she has to work. ,米兰达不能去见斯蒂芬妮，因为她要工作。,translate_then_summarize,qwen3.5:27b,qwen3.5:27b,2
gold_00025,432,"Javier: Hey do you know any tattoo parlors over here with English speaking employees?
Judie: Oh there's Warsaw ink
Javier: the name sounds neat... have you had a tattoo done there?
Judie: nope but my gf has
Javier: got a pic?
Judie: <file_photo>
Javier: wow that looks amazing
Javier: how much did she pay?
Judie: it was a 1000
Javier: fuck
Javier: let me just get a tatttoo back in colombia then, thx","哈维尔：嘿，你知道附近有没有员工会说英语的纹身店吗？
朱迪：哦，有华沙墨水纹身店。
哈维尔：这名字听起来挺酷……你在那里纹过身吗？
朱迪：没有，但我女朋友纹过。
哈维尔：有照片吗？
朱迪：<file_photo>
哈维尔：哇，看起来太棒了。
哈维尔：她付了多少钱？
朱迪：一千。
哈维尔：靠。
哈维尔：那我还是回哥伦比亚再纹吧，谢了。",哈维尔询问附近是否有英语纹身店，朱迪推荐了华沙墨水店并展示其女友的纹身。得知价格为一千后，哈维尔嫌贵，决定回哥伦比亚再纹。,Javier was initially eager to have a tatoo done at Warsaw Ink but the price turned out to be too high. Javier decided to have a tatoo done in Colombia.,哈维尔最初很想在warsaw ink纹身，但价格太高了。他决定去哥伦比亚做纹身。,translate_then_summarize,qwen3.5:27b,qwen3.5:27b,2
gold_00026,433,"Sam: You own a really nice hotel, guys 😊
Jessica: Thanks Sam 😊
Michael: Thanks, mate 
Sam: How is our hotel room set for next month? Hope that the manager will arrange the very best for us 😉
Michael: you’re damn right, Sam
Michael: are you coming on the 15th of August?
Sam: Yep! We’ll be at the hotel around 2 p.m.
Jessica: I’m soooo happy to see you again!
Sam: Me, too 😊","山姆：各位，你们拥有一家非常棒的酒店 😊
杰西卡：谢谢山姆 😊
迈克尔：谢谢，老兄
山姆：我们下个月的酒店房间安排得怎么样了？希望经理能为我们安排最好的 😉
迈克尔：你说得对极了，山姆
迈克尔：你们会在 8 月 15 日抵达吗？
山姆：是的！我们大约下午两点到达酒店。
杰西卡：再次见到你们我太高兴了！
山姆：我也是 😊",山姆称赞酒店并表示期待下月入住。迈克尔确认他们将于 8 月 15 日下午两点抵达，双方对再次相聚感到高兴。,Sam appreciates the hotel owned by Jessica and Michael. Sam is going there on the 15th August at around 2pm.,山姆很喜欢杰西卡和迈克尔的酒店。他会在8月15日下午2点左右去那里。,translate_then_summarize,qwen3.5:27b,qwen3.5:27b,2
