model,row_idx,test_index,summary_field,summary_text,summary_tokens,source_file
mBART,38,616,predicted_zh,"杰克想买一个托特,因为托特不适合他的球队。",12,data/gold_results/mbart/mbart_gold_50_results.json
mBART,39,621,predicted_zh,菲尔和黛安娜收到了菲尔的一张太阳镜卡片。菲尔认为戴安娜的太阳镜是凯瑟琳的。黛安纳发现它们是阿德里安的。,24,data/gold_results/mbart/mbart_gold_50_results.json
mBART,40,635,predicted_zh,"格洛丽亚和塔德的妹妹一起烧烤了。格洛里亚正在考虑扩建她的花园。梅尔和格洛莉亚计划周六去吃烧烤,格洛里的妹妹搬到了苏格兰。",31,data/gold_results/mbart/mbart_gold_50_results.json
mBART,41,649,predicted_zh,"卡兰的三星s8坏了。它过热,需要一段时间才能重新启动。卡兰会去商店看看它。它还在保修期内。",22,data/gold_results/mbart/mbart_gold_50_results.json
mBART,42,676,predicted_zh,安娜肚子疼。乔安娜十分钟后会给安娜带热茶。,10,data/gold_results/mbart/mbart_gold_50_results.json
mBART,43,678,predicted_zh,凯特在接待处旁边的一个小房间里。山姆没有注意到那个女人在厨房的楼梯下面做了一个蛋糕。,23,data/gold_results/mbart/mbart_gold_50_results.json
mBART,44,690,predicted_zh,米娅、詹妮弗和卡琳对特朗普的当选感到失望。,10,data/gold_results/mbart/mbart_gold_50_results.json
mBART,45,711,predicted_zh,佩德罗认为蝙蝠侠跑得更快。,7,data/gold_results/mbart/mbart_gold_50_results.json
mBART,46,737,predicted_zh,"达米安饿了,所以他会给伊森买个烤肉串。",7,data/gold_results/mbart/mbart_gold_50_results.json
mBART,47,767,predicted_zh,巴里、杰克、戴夫和凯莉中午会在校园里见面。,11,data/gold_results/mbart/mbart_gold_50_results.json
mBART,48,799,predicted_zh,玛莎想从奥菲莉亚的个人资料中买类似的眼镜。,11,data/gold_results/mbart/mbart_gold_50_results.json
mBART,49,800,predicted_zh,琳达想给妈妈买花。她正在花市。迈克尔给琳达发了几张照片。,14,data/gold_results/mbart/mbart_gold_50_results.json
BART + Helsinki (ST),0,23,predicted_zh,马克对安妮撒谎了 有关他的年龄 安妮今天看到他的护照了,16,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),1,30,predicted_zh,卡特一小时后会借给玛丽几盒,8,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),2,39,predicted_zh,Ala正在去开会的路上 她会让Tina知道情况,12,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),3,65,predicted_zh,凯瑟琳醒来后会打电话给安娜 安娜明天会去看她奶奶,14,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),4,66,predicted_zh,Edson现在正在订票,4,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),5,67,predicted_zh,简和史蒂文四点半见面 而不是五点半,9,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),6,78,predicted_zh,菲奥娜会为克里斯准备一个妓女 蒂娜会帮她,11,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),7,86,predicted_zh,娜塔莉和奥拉弗尔 将去索霍新年之夜,9,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),8,120,predicted_zh,周四晚上八点左右 John和Joan会去看《星诞生》,12,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),9,137,predicted_zh,卡梅伦得再出城一周 佩顿要他带游戏给他,11,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),10,139,predicted_zh,艾玛午夜后会回家 保罗会给她准备一些食物,12,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),11,192,predicted_zh,Harris的朋友Aoki昨天去世了 Harris住在密歇根 几个月没见Aoki了,16,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),12,210,predicted_zh,亚兹和玛丽今晚要去瘦身俱乐部 亚兹6点去接玛丽,12,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),13,211,predicted_zh,"Aaliyah和Camille在二楼342号上课,Camille生病了",11,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),14,212,predicted_zh,Nathan给Dan发了一张他的猫在拉屎的视频,12,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),15,215,predicted_zh,弗雷迪、凯利、鲍勃、麦克、玛丽、艾伦和格雷格正在讨论他们在Netflix上看到什么。,16,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),16,244,predicted_zh,琼斯和安吉丽娜今天下午晚些时候在镇上碰头,8,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),17,285,predicted_zh,凯西自己做了指甲 她换了一个新的指甲油,12,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),18,319,predicted_zh,史蒂夫收到这个后会打电话给苏,8,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),19,346,predicted_zh,Gemma想邀请Timmy和他的约会对象 参加Lona和Michelle的婚礼,15,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),20,355,predicted_zh,苏和朱莉做的很好 安和朱莉今晚要庆祝一下,14,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),21,367,predicted_zh,史蒂夫的新洗碗机已经安装好了 这是12个设置一个的地方,15,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),22,393,predicted_zh,Lara今天要来,4,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),23,417,predicted_zh,米兰达每天工作20小时 她想取消明天和斯蒂芬妮的会面,14,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),24,432,predicted_zh,朱迪的女朋友在华沙墨水里纹了一千欧元的纹身,13,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),25,433,predicted_zh,Sam Jessica和Sam Jessica将于8月15日下午2点左右 来到旅馆,17,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),26,442,predicted_zh,丹尼尔拿走了泰伦斯的钱 泰伦斯找到了,9,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),27,499,predicted_zh,娜塔莎下午五点半在维辛尼特接查尔斯,8,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),28,528,predicted_zh,安有额外的数学课 她七点回家,7,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),29,532,predicted_zh,皮特想买梨酸奶 珍只要他们有它,9,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),30,536,predicted_zh,凯蒂和克里斯蒂在派对后累了,7,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),31,537,predicted_zh,Sam Carla和Sam Carla明天下午2点在黑木咖啡馆见面,13,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),32,544,predicted_zh,琼安娜和桑迪会玩脱衣舞或裸体舞 琼安娜会带他们去桑迪,15,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),33,548,predicted_zh,史蒂夫5分钟前买了新的《梦剧院》专辑 Rob把专辑放在桌子上,17,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),34,551,predicted_zh,乔伊给彼得寄了一条链接 与她的美容店。,10,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),35,590,predicted_zh,"伊森,利奥和阿奇周三21点11分会去看索尔斯塔菲尔 诺亚可能得晚点上班",19,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),36,598,predicted_zh,一只猫侵入了古迪森的球场,7,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),37,605,predicted_zh,扎克正要去拜访芭芭拉 肖恩会过来过夜,9,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),38,616,predicted_zh,Jake刚拉了个TOTW 他一两场比赛就会试他,11,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),39,621,predicted_zh,君士坦丁很开心 迪安娜在收音机上方的空位 发现一副墨镜,13,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),40,635,predicted_zh,Gloria和Tad的孩子都出门了 他们周六要在Mell家吃BBQ,16,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),41,649,predicted_zh,"Callan's Samsung S 8 过热, 然后它需要一段时间才能重新开始。 它仍然处于保修状态。 Callan要去商店让他们看到它。",26,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),42,676,predicted_zh,安娜胃痛 她吃麦片牛奶和香蕉做早餐 乔安娜会给她拿热茶,17,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),43,678,predicted_zh,杰夫和凯特在接待处旁边的小房间里 凯特注意到一个女人做了蛋糕,17,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),44,690,predicted_zh,米娅 彼得和卡琳担心唐纳德·特朗普,7,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),45,711,predicted_zh,亚历克斯比蝙蝠侠更喜欢闪光,6,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),46,737,predicted_zh,伊森会为达米安买烤肉串,4,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),47,767,predicted_zh,"Barry、Jake、Dave和Kelly将参加妇女罢工,中午在校园周围聚会。",14,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),48,799,predicted_zh,Martha想从Ophelia的档案照片里买眼镜,10,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
BART + Helsinki (ST),49,800,predicted_zh,琳达想给她妈妈买花 但她不记得她喜欢哪个了,14,data/gold_results/bart_helsinki/bart_helsinki_gold_50_results.json
Qwen 3.5: 27b (Dir),0,23,final_summary,安妮发现马克在年龄上欺骗了她，他自称三十岁，实则四十岁。尽管艾琳质疑此事的重要性，安妮仍坚持认为被欺骗是严重问题。,29,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),1,30,final_summary,玛丽因缺钱向卡特借钱，卡特表示自己在火车站，一小时后归还。,15,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),2,39,final_summary,蒂娜称赞阿联酋航空员工形象出众，并抱怨在机场延误一小时后终于赶上回程航班。阿拉随后告知自己正前往参加重要会议，蒂娜为其加油，两人约定保持联系。,35,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),3,65,final_summary,安娜和凯瑟琳约定明天一起探望奶奶，并互道晚安。,11,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),4,66,final_summary,乔伊斯分享了一个链接，迈克尔认为价格很便宜，埃德森随即决定立即预订机票。,17,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),5,67,final_summary,简因担心路况，提议将见面时间提前至 4 点半，史蒂文同意。两人最终确认在正门见面。,19,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),6,78,final_summary,菲奥娜想为克里斯准备蒂娜的塔塔，但馅料做成了炒蛋。蒂娜答应帮忙，并解释需持续搅拌才能避免失败。,24,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),7,86,final_summary,奥拉夫、娜塔莉和佐伊决定新年夜去苏荷区参加蒂凡尼早餐派对，并需尽快购票。,17,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),8,120,final_summary,约翰提议周三看电影，琼因忙碌拒绝，但周四有空。两人最终约定周四晚上八点观影，由约翰负责查询场次并发送详情。,25,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),9,137,final_summary,佩顿催促卡梅伦带回电子游戏，卡梅伦因需在外地多待一周无法回家。佩顿建议通过快递寄送，卡梅伦未直接回应，佩顿要求其尽快完成任务并回家。,29,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),10,139,final_summary,保罗回家后发现错过了理疗，决定重新预约。艾玛表示将深夜到家，保罗提议为她准备食物，艾玛欣然接受。,23,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),11,192,final_summary,哈里斯告知莱娜，其好友青木昨日去世，死因尚不明。哈里斯称数月未与身在密歇根的青木见面，随后因母亲呼唤而结束对话。,28,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),12,210,final_summary,雅兹和玛丽今晚将一同前往瘦身俱乐部，尽管她们都因近期饮食放纵而忐忑，但决定面对前烹饪老师的责备，并约定六点见面。,29,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),13,211,final_summary,艾莉询问大家是否在大学，卡米尔表示生病。艾莉随后向阿莉雅确认上课地点，阿莉雅告知在二楼342教室。,24,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),14,212,final_summary,内森分享了一段视频，亚伦对此大笑不止，并调侃视频中的猫表情滑稽，两人还互相发送表情包进行幽默互动。,25,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),15,215,final_summary,众人讨论在 Netflix 观看的剧集，包括《广告狂人》、《王冠》、《纸牌屋》等，并互相推荐了《老友记》、《绝望主妇》等不同类型的节目。,26,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),16,244,final_summary,琼斯与安吉丽娜久别重逢，双方确认下午在镇上见面，琼斯稍后将致电确认具体地点。,17,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),17,285,final_summary,凯西展示了自己耗时四小时完成的精美美甲，阿梅莉亚和克里斯滕纷纷赞叹并请求她帮忙，但凯西因过程太痛苦而婉拒了。,30,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),18,319,final_summary,苏要求史蒂夫收到信息后立即回电，称此事重要，史蒂夫随即表示正在回拨。,16,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),19,346,final_summary,蒂米和杰玛讨论邀请对象，杰玛承认想参加洛娜和米歇尔的婚礼，但不确定能否改变他们的主意。,23,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),20,355,final_summary,安祝贺苏和朱莉表现出色，提议当晚庆祝，两人欣然同意。,11,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),21,367,final_summary,史蒂夫告知母亲洗碗机已安装完毕，运行安静且容量为十二人份。母亲对此表示欣慰，两人确认了使用频率并互致感谢。,27,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),22,393,final_summary,玛莉卡询问拉娜今天是否前来，拉娜确认会到，玛莉卡对此表示高兴。,13,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),23,417,final_summary,米拉达因工作繁忙请求取消与斯蒂芬妮的明日会议。斯蒂芬妮调侃其过度劳累，米拉达则戏称年轻医生虽濒临死亡却能因此获得永生。,33,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),24,432,final_summary,哈维尔询问英语纹身店，朱迪推荐华沙墨水。得知价格一千后，哈维尔决定回哥伦比亚纹身。,18,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),25,433,final_summary,山姆将于8月15日下午两点抵达杰西卡和迈克尔经营的酒店，双方对此次重逢及住宿安排均表示期待与满意。,28,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),26,442,final_summary,特伦斯误以为丹尼偷了他的钱并加以指责，后发现自己只是将钱放错地方而道歉。丹尼对此感到愤怒，认为被冤枉为小偷非常不公平。,32,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),27,499,final_summary,纳塔莎将去RER接刚抵达的查尔斯。查尔斯预计下午5:30到达，并会在韦西内站给纳塔莎打电话。,21,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),28,528,final_summary,梅格询问安是否还在学校，安表示因有额外的数学课，直到晚上七点才能回家。,18,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),29,532,final_summary,皮特询问珍妮想要什么口味的酸奶，珍妮表示只要梨味，若没有则不要买。皮特答应去查看。,21,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),30,536,final_summary,克莉丝蒂和凯蒂在派对后都感到疲惫，但她们一致认为派对非常精彩且玩得开心。,20,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),31,537,final_summary,山姆和卡拉约定明天下午两点在米恩伍德的一家蛋糕店见面。,15,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),32,544,final_summary,Joana 提议与 Sandy 玩 Dixit 或卡卡颂游戏，Sandy 表示同意，Joana 将把这两款游戏带给 Sandy。,20,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),33,548,final_summary,史蒂夫和罗布都购买了梦剧院的新专辑，并约定稍后交流各自的听后感。,17,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),34,551,final_summary,彼得请求乔伊发送美容店链接，乔伊随即提供并欢迎提问，彼得表示将查看。,16,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),35,590,final_summary,伊森告知诺亚、利奥和阿奇，索尔斯特法尔乐队将于11月21日演出。利奥确认参加，阿奇表示不去，诺亚因工作不确定能否出席。,30,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),36,598,final_summary,布拉德利分享了一只猫闯入古迪逊公园球场的视频，朱莉娅称赞其可爱，布拉德利还附上了解说，称这是埃弗顿球迷本赛季的最佳娱乐。,30,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),37,605,final_summary,芭芭拉已到家，邀请肖恩和扎克前来。肖恩确认可以带狗并决定留宿，扎克正在路上。,18,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),38,616,final_summary,杰克今年首次抽到TOTW，计划试用后出售以购买更合适的球员。汤姆今年运气不佳未抽到好球员，但杰克认为他技术很好无需额外帮助。,32,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),39,621,final_summary,菲尔收到迪安娜的卡片后，两人确认一副太阳镜不属于迪安娜、凯瑟琳或阿德里安，最终决定由他们共同保管。,24,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),40,635,final_summary,梅尔与格洛里亚通话，两人决定本周六在梅尔家举办烧烤聚会，并讨论了梅尔扩建露台的计划。她们还庆幸塔德的姐姐已搬去苏格兰，不再打扰她们的生活。,35,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),41,649,final_summary,卡兰的三星 S8 因过热出现黑屏，他计划前往商店保修，并确认已备份文件不会丢失。,19,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),42,676,final_summary,安娜因夜间突发腹痛向母亲乔安娜求助。两人推测可能是早餐中的牛奶或香蕉变质所致，但安娜予以否认。乔安娜决定为安娜准备薄荷热茶以缓解症状，并约定若无效则就医。,42,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),43,678,final_summary,凯特在楼下接待室旁的小房间，发现一位女士正在制作一个带有巨大阴茎、睾丸和巧克力头发的蛋糕，并邀请山姆和杰夫前往观看。,29,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),44,690,final_summary,米娅、珍妮弗、卡琳和彼得讨论特朗普的民粹策略及其对世界的破坏，认为他虽愚蠢但自信且危险，并决心全力赢得下次选举以推翻他。,32,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),45,711,final_summary,佩德罗询问亚历克斯更喜欢蝙蝠侠还是超人，亚历克斯表示两者都不选，他更推崇闪电侠。亚历克斯解释了闪电侠因超光速而能探索多元宇宙的潜力，佩德罗最终认同了这一观点。,36,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
Qwen 3.5: 27b (Dir),46,737,final_summary,达米安因饥饿请求伊森在市中心买烤肉，伊森虽抱怨其懒惰，最终仍答应帮忙，达米安承诺会改过。,21,notebooks/agents/results/full/direct/qwen/direct_qwen_50samples.jsonl
