model,test_index,id,parse_error,dialogue,reference_english_summary,reference_chinese_summary,model_summary_zh,informativeness,clarity,plausibility,faithfulness,participant_precision,participant_recall,participant_f1,missing_participants,extra_participants,ref_event_count,model_event_count,event_count_diff,event_coverage,extra_event_rate,omitted_ref_event_count,extra_model_event_count,weak_match_count,speech_act_category_accuracy,intended_meaning_similarity,action_similarity,evidence_similarity,final_outcome_similarity,selected_event_count,invalid_selected_event_count,raw_output_excerpt,speaker_slot_accuracy,speaker_missing_count,speaker_mismatch_count,actor_slot_accuracy,actor_missing_count,actor_mismatch_count,action_slot_accuracy,action_missing_count,action_mismatch_count,object_slot_accuracy,object_missing_count,object_mismatch_count,recipient_slot_accuracy,recipient_missing_count,recipient_mismatch_count,speaker_null_rate,speech_act_null_rate,intended_meaning_null_rate,actor_null_rate,action_null_rate,object_null_rate,recipient_null_rate,evidence_null_rate
aya32b,139,gold_00011,False,"Paul: I just came back home
Paul: What a busy day
Paul: I forgot about my physiotherapy 
Emma: Oh no
Paul: It's ok, I'll schedule a new appointment
Emma: I'll be home after midnight
Paul: Do you want me to prepare some food for you?
Emma: That would be lovely","Paul forgot about his physiotherapy and he will schedule a new appointment. Emma will be home after midnight, so Paul will prepare some food for her.",保罗忘记去做理疗了，得重新预约。艾玛午夜后回家，所以保罗会给她准备一些吃的。,保罗将重新安排理疗预约并为一整天忙碌后回家后的艾玛准备食物。,2.769352674484253,3.8689990043640137,4.034572601318359,3.1795783042907715,1.0,1.0,1.0,,,5,7.0,2.0,0.8,0.42857142857142855,1,3.0,0.0,0.75,0.8165555781969673,0.11805555555555555,0.961825117370892,0.8912337662337663,3.0,0.0,,0.75,0.0,1.0,0.5,2.0,0.0,0.0,2.0,2.0,0.75,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0
aya32b,192,gold_00012,False,"Harris: How are U?
Lena: Fine, U?
Harris: Been better.
Lena: ?
Harris: My friend Aoki died yesterday.
Lena: O No!
Harris: Yeah.
Lena: What happened?
Harris: Not sure yet. Thinking the worst...
Lena: O how awful!
Harris: Yes.
Lena: You just never know.
Harris: True.
Lena: Had you seen her lately?
Harris: Not for a few months. She lives in Michigan.
Lena: Oh, that's far.
Harris: Not too far but far enough.
Lena: Right.
Harris: Got to go, mom's calling.
Lena: K bi. Feel better!
Harris: K will do","Harris' friend, Aoki, who lives in Michigan, died yesterday. Harris hasn't seen her for a few months.",哈里斯的朋友青木住在密歇根州，昨天去世了。哈里斯有几个月没见她了。,哈里斯向莱娜透露了朋友青木的死讯，莱娜给予安慰并认同生命的不可预测性。哈里斯最终结束了对话，称母亲在叫他。,3.0468196868896484,3.142747163772583,3.4967968463897705,2.9787518978118896,1.0,1.0,1.0,,,3,6.0,3.0,0.6666666666666666,0.6666666666666666,1,4.0,1.0,0.5,0.2937451437451437,0.056089743589743585,0.803062267099411,0.30014184397163124,3.0,0.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aya32b,210,gold_00013,False,"Yaz: Going to slimming club tonight?
Mary: Well, I don't want to, but I really should. I've been so bad, though!
Yaz: Me too, choccies, wine, cake, you name it!
Mary: Well, we should bite the bullet. She'll tell us off, I expect. Feels like being back at school!
Yaz: Well, she IS our old cookery teacher! See you at 6ish, pick you up!?
Mary: Yep! See you then!",Yaz and Mary are meeting tonight around 6 and going for the slimming club together. They expect to be scolded for eating too much. ,亚兹和玛丽今晚6点左右见面，一起去减肥俱乐部。他们估计吃得太多会被骂。,玛丽和亚兹决定一起去减肥俱乐部，亚兹将在一天六点左右接送玛丽。,2.2700979709625244,3.0326249599456787,3.015166997909546,2.2516608238220215,1.0,1.0,1.0,,,4,6.0,2.0,0.75,0.5,1,3.0,0.0,0.0,0.34031483015741504,0.2529213796955732,0.7851129855253567,0.47963241243786847,2.0,0.0,,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.3333333333333333,0.0
aya32b,211,gold_00014,False,"Ellie: hey, are you at the university?
Aaliyah: yep
Camille: I'm sick :/
Ellie: shiet....that's bad
Ellie: Aali, where are we having our classes now?
Aaliyah: 342 on the second floor",Ellie's class is in 342 on the second floor.,艾莉的班级在二楼342教室。,尽管卡米尔因生病缺席，艾利莎仍向埃莉告知了她们的课程在大学二楼342室进行。,4.4570112228393555,3.3222622871398926,3.5979576110839844,3.7706398963928223,1.0,1.0,1.0,,,3,6.0,3.0,1.0,0.5,0,3.0,1.0,0.6666666666666666,0.5057995255271561,0.2236431623931624,0.9581601439496176,0.42742424242424243,1.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.0
aya32b,212,gold_00015,False,"Nathan: <file_video>
Aaron: OMG!!! 
Aaron: 😂😂😂😂
Aaron: looool
Aaron: do you know her mate? 🤣🤣
Aaron: my cat's face looks like that when he's taking a dump..🤣🤣🤣
Aaron: <file_gif>
Aaron: the angels must be weeping 🤭🤭🤭 
Aaron: <file_gif>
Aaron: <file_gif>
Nathan: Hahahaha
Nathan: She's having a spiritual moment 😉
Nathan: No clue mate, Dan sent it over
Nathan: A tragedy to say the least 😂😂
Aaron: <file_gif>
Aaron: looking for Jesus
Nathan: 😂😂😂
Aaron: hilarious..hahahaha",Nathan and Aaron are discussing a video which Nathan sent. ,内森和亚伦正在讨论内森发来的视频。,艾伦和纳森分享了一个有趣的视频，引发了一段幽默的对话。艾伦对视频中的人物表情感到惊讶，并将其与自己猫咪的表情进行了比较。纳森则开玩笑说那是灵性时刻，并解释他不认识视频中的人，是丹发给他的。,2.321944236755371,4.001518726348877,4.052177906036377,3.0324363708496094,1.0,1.0,1.0,,,3,5.0,2.0,0.6666666666666666,0.6,1,3.0,0.0,0.5,0.5361996936952267,0.06666666666666665,0.9970338983050848,0.22723270440251572,2.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6,0.2,0.4,0.0
aya32b,215,gold_00016,False,"Freddie: What are you watching on Netflix? I've just finished Mad Men.
Kelly: I've just finished The Crown. 
Freddie: There should be new episodes coming soon.
Kelly: OMG! i can't wait! :)
Freddie: Try Outlander or The Tudors in the meantime.
Jim: i'm watching I, Zombie.
Bob: try Grimm or Sabrina. They're both great!
Kelly: they are all horrible and disgusting! 
Bob: i think they are funny. They're just TV shows don't take them too seriously. x 
Greg: I'm watching House of Cards though must admit the new series is boring.
Mike: i agree. not the same without Kevin Spacey! You should try The West Wing if you enjoy political dramas.
Greg: Netflix original Bodyguard is supposed to be good from what I've heard.
Mary: I'm a bit ashamed to confess i enjoy stuff like Pretty Little Liars or Gossip Girl ;)
Nancy: don't be ashamed i enjoy them too! and my favourite one is Desperate Housewives!!!
Mary: I know! I watched it twice!
Alan: I'm catching up with Friends.
Nancy: OMG! i used to love Friends!","Freddie, Kelly, Jim, Greg, Bob, Mike, Mary, Alan and Nancy are watching different shows on Netflix.",弗雷迪、凯利、吉姆、格雷格、鲍勃、迈克、玛丽、艾伦和南希正在netflix上观看不同的节目。,凯莉向弗雷迪分享了她看完《王冠》的消息，弗雷迪告知她将有新剧集播出，并推荐了《异乡人》和《都铎王朝》作为等待期间的替代节目。,1.7562514543533325,3.6447031497955322,3.9723715782165527,2.4641432762145996,1.0,1.0,1.0,,,6,6.0,0.0,0.6666666666666666,0.3333333333333333,2,2.0,0.0,0.25,0.49867250227269855,0.015909090909090907,0.7320171320319578,0.600641966250917,3.0,0.0,,0.75,0.0,1.0,0.25,3.0,0.0,0.0,3.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.0
aya32b,244,gold_00017,False,"Jones: Hey.
Angelina: Hey.
Angelina: Long time. How are you doing?
Jones: I'm fine
Jones: You?
Angelina: I'm cool too.
Jones: You think we can meet today later in the afternoon in town?
Angelina: Definitely.
Jones: Okay. I will call you to confirm where we will meet.
Angelina: Cool",Jones and Angelina will meet in town in the afternoon.,琼斯和安吉丽娜下午会在城里见面。,琼斯和安吉丽娜计划在镇上的下午见面，具体地点由琼斯电话确认。,3.1346423625946045,4.607458114624023,4.547673225402832,3.9685122966766357,1.0,1.0,1.0,,,3,6.0,3.0,0.6666666666666666,0.6666666666666666,1,4.0,1.0,0.5,0.2710583413693346,0.19727272727272727,0.7547820512820512,0.7511204481792717,2.0,0.0,,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0
aya32b,285,gold_00018,False,"Casey: <file_photo>
Amelia: these are so nice!!! did you do them yourself?
Kristen: wooow amazing
Amelia: i want my nails done like that too!
Casey: yeah i did it myself :D got a new nail polish but damn it took me nearly 4 hours lol
Amelia: can you do it for us too?
Kristen: pretty please!
Casey: sorry you guys... it was a nightmare :( seriously 4 hours for nails is too much","Casey got a new nail polish and did her nails herself. It took her nearly 4 hours, so she won't do her friends' nails, as it takes too long.",凯西买了新指甲油，自己做了指甲。她花了近4个小时，所以她不会帮朋友做指甲，因为耗时太长了。,凯西分享了她的指甲艺术照片，并确认是自己亲手完成的。艾米莉亚和克里斯汀赞赏之余，请求她也为她们做指甲。然而，凯西拒绝了，表示做指甲花了四个小时，时间太长了。,2.8517465591430664,3.2676937580108643,3.5600664615631104,2.8918070793151855,1.0,1.0,1.0,,,3,6.0,3.0,1.0,0.5,0,3.0,0.0,0.6666666666666666,0.42652335082578546,0.04757834757834758,0.675334512231064,0.37794117647058817,1.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
aya32b,319,gold_00019,False,"Sue: Call me when you get this.
Sue: it's important
Steve: OK, I'm calling",Steve is calling Sue at her request.,史蒂夫正按照苏的要求给她打电话。,苏要求史蒂夫立即联系她，并强调此事的重要性。史蒂夫确认会立即给苏打电话。,2.230769634246826,4.381259918212891,4.520390510559082,4.0002593994140625,1.0,1.0,1.0,,,2,3.0,1.0,1.0,0.3333333333333333,0,1.0,0.0,0.5,0.5219346298257437,1.0,0.9111471861471861,0.3641151255358236,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aya32b,346,gold_00020,False,"Timmy: Who do u wanna invite?
Gemma: Well, there's u and ur date :)
Timmy: Not sure about the date, but I'll be there :) who else?
Gemma: I was thinking about Lona and Michelle.
Timmy: Still thinking ur getting invites to their weddings?
Gemma: It's not like that.
Timmy: Sure it is ;) just don't wanna admit it ;)
Gemma: Fine! I want to come to their wedding receptions!
Timmy: There we go :) was it so hard?
Gemma: Yes.
Timmy: And u think u can change their minds?
Gemma: Dunno.","Gemma will invite Timmy and his Date, as well as Lona and Michelle to her wedding.",杰玛将邀请蒂米和他的约会对象，以及罗娜和米歇尔参加她的婚礼。,杰玛邀请蒂米和他的约会对象参加活动，蒂米表示不确定是否会带约会对象，但会出席。杰玛建议邀请洛娜和米歇尔，蒂米调侃杰玛想参加他们的婚礼。最终，杰玛承认她想参加洛娜和米歇尔的婚礼接待。,2.8861029148101807,3.050036668777466,3.2648468017578125,2.6731719970703125,1.0,1.0,1.0,,,4,5.0,1.0,0.75,0.4,1,2.0,0.0,0.3333333333333333,0.6989094237955827,0.20777777777777776,0.9364801864801864,0.4960127591706539,1.0,0.0,,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aya32b,355,gold_00021,False,"Ann: Congratulations!!
Ann: You did great, both of you!
Sue: Thanks, Ann
Julie: I'm glad it's over!
Julie: That's co cute of you, girl!
Ann: Let's have a little celebration tonight! 
Sue: I'm in
Julie: me too!!! aww","Ann, Sue and Julie did a great job and they will have a little celebration tonight.",安、苏和朱莉做得很好，今晚他们会举行一个小小的庆祝活动。,安恩赞扬苏和朱莉完成任务的表现。两人表示感谢并同意安恩的建议，当晚一起庆祝。,4.048980712890625,4.552006721496582,4.695465564727783,4.515618324279785,1.0,1.0,1.0,,,3,6.0,3.0,1.0,0.5,0,3.0,0.0,0.6666666666666666,0.4922717094924876,0.09732620320855616,0.9629629629629629,0.35353172007848266,2.0,0.0,,0.6666666666666666,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.0
aya32b,367,gold_00022,False,"Steve: hiya the dishwasher has turned up
Mum: good did they install it for you
Steve: yes they did a good job
Steve: <file_photo>
Mum: looks really nice
Steve: yes it does its nice and quiet
Mum: is it a 12 place setting one?
Steve: I think so, not that I ever have 12 for dinner lol
Mum: not but you dont have to put it on every day
Steve: no every other
Mum: yes I'm glad you are pleased with it xx
Steve: I am thanks mum xxx",Steve is happy that he got a new dishwasher installed.,史蒂夫很高兴他装了一台新的洗碗机。,史蒂夫告知母亲洗碗机已送达并成功安装。母亲询问安装情况并表达了对洗碗机外观和噪音水平的满意。,3.1403656005859375,3.8241798877716064,3.9490952491760254,3.546196222305298,1.0,1.0,1.0,,,2,6.0,4.0,1.0,0.6666666666666666,0,4.0,0.0,1.0,0.5750090909090909,0.0875,0.5277443009724214,0.3362768031189084,3.0,0.0,,0.5,0.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.0,0.0
aya32b,393,gold_00023,False,"Marika: Are you coming today?
Lara: Yes!
Marika: Great!",Marika is coming today.,玛丽卡今天会来。,玛丽卡问劳拉今天是否来，劳拉确认她会出席，玛丽卡表示高兴。,1.5120290517807007,1.9393360614776611,1.976668119430542,1.5076731443405151,1.0,1.0,1.0,,,2,3.0,1.0,1.0,0.3333333333333333,0,1.0,0.0,0.5,0.22866646250170136,0.105,1.0,0.4363636363636364,1.0,0.0,,1.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0
aya32b,417,gold_00024,False,"Miranda: Hi S, could we cancel tomorrow's meeting?
Stephanie: again? what happened?
Miranda: I have to work :(
Stephanie: you work 20 hours a day!
Miranda: that's what young doctors do
Stephanie: they kill themselves working
Miranda: no they come close to death but survive and it makes them immortal
Stephanie: as long as you have an explanation :D",Miranda can't make her meeting with Stephanie as she has to work. ,米兰达不能去见斯蒂芬妮，因为她要工作。,米兰达因工作原因请求取消与斯蒂芬妮的明天会议，斯蒂芬妮询问了取消的原因。,2.44630765914917,3.548105239868164,3.729231357574463,2.7836761474609375,1.0,1.0,1.0,,,2,3.0,1.0,1.0,0.3333333333333333,0,1.0,0.0,1.0,0.41766666666666663,0.5,0.9830645161290322,0.6209848484848485,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0
