id,test_index,dialogue,english_summary,final_summary,reference_english_summary,reference_chinese_summary,pipeline,summarization_model,translation_model,num_model_calls
gold_00011,139,"Paul: I just came back home
Paul: What a busy day
Paul: I forgot about my physiotherapy 
Emma: Oh no
Paul: It's ok, I'll schedule a new appointment
Emma: I'll be home after midnight
Paul: Do you want me to prepare some food for you?
Emma: That would be lovely","Paul mentions returning home after a busy day where he missed his physiotherapy appointment, while Emma informs him she will be home late and appreciates his offer to prepare food for her.",保罗提到在忙碌的一天后回家，期间他错过了物理治疗预约，而艾玛则告知他她将晚归，并感谢他主动提出为她准备食物。,"Paul forgot about his physiotherapy and he will schedule a new appointment. Emma will be home after midnight, so Paul will prepare some food for her.",保罗忘记去做理疗了，得重新预约。艾玛午夜后回家，所以保罗会给她准备一些吃的。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00012,192,"Harris: How are U?
Lena: Fine, U?
Harris: Been better.
Lena: ?
Harris: My friend Aoki died yesterday.
Lena: O No!
Harris: Yeah.
Lena: What happened?
Harris: Not sure yet. Thinking the worst...
Lena: O how awful!
Harris: Yes.
Lena: You just never know.
Harris: True.
Lena: Had you seen her lately?
Harris: Not for a few months. She lives in Michigan.
Lena: Oh, that's far.
Harris: Not too far but far enough.
Lena: Right.
Harris: Got to go, mom's calling.
Lena: K bi. Feel better!
Harris: K will do","Harris tells Lena that his friend Aoki died yesterday, though the cause is currently unknown. They briefly discuss Aoki living in Michigan before Harris ends the conversation to answer his mother.",哈里斯告诉莱娜，他的朋友青木已于昨日去世，目前死因尚不清楚。两人简要讨论了青木在密歇根州的生活，随后哈里斯结束对话去接听母亲的电话。,"Harris' friend, Aoki, who lives in Michigan, died yesterday. Harris hasn't seen her for a few months.",哈里斯的朋友青木住在密歇根州，昨天去世了。哈里斯有几个月没见她了。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00013,210,"Yaz: Going to slimming club tonight?
Mary: Well, I don't want to, but I really should. I've been so bad, though!
Yaz: Me too, choccies, wine, cake, you name it!
Mary: Well, we should bite the bullet. She'll tell us off, I expect. Feels like being back at school!
Yaz: Well, she IS our old cookery teacher! See you at 6ish, pick you up!?
Mary: Yep! See you then!",Yaz and Mary plan to attend their former cookery teacher's slimming club tonight despite their recent indulgences. Yaz will pick up Mary around 6:00 PM for the session.,雅兹和玛丽计划今晚参加她们前烹饪老师的减肥俱乐部，尽管她们最近有些放纵。雅兹将于下午 6 点左右接玛丽去参加活动。,Yaz and Mary are meeting tonight around 6 and going for the slimming club together. They expect to be scolded for eating too much. ,亚兹和玛丽今晚6点左右见面，一起去减肥俱乐部。他们估计吃得太多会被骂。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00014,211,"Ellie: hey, are you at the university?
Aaliyah: yep
Camille: I'm sick :/
Ellie: shiet....that's bad
Ellie: Aali, where are we having our classes now?
Aaliyah: 342 on the second floor","Camille is sick, while Ellie and Aaliyah confirm that their classes are being held in room 342 on the second floor.",卡米尔生病了，而艾莉和阿里亚确认她们的课程在二楼的 342 教室进行。,Ellie's class is in 342 on the second floor.,艾莉的班级在二楼342教室。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00015,212,"Nathan: <file_video>
Aaron: OMG!!! 
Aaron: 😂😂😂😂
Aaron: looool
Aaron: do you know her mate? 🤣🤣
Aaron: my cat's face looks like that when he's taking a dump..🤣🤣🤣
Aaron: <file_gif>
Aaron: the angels must be weeping 🤭🤭🤭 
Aaron: <file_gif>
Aaron: <file_gif>
Nathan: Hahahaha
Nathan: She's having a spiritual moment 😉
Nathan: No clue mate, Dan sent it over
Nathan: A tragedy to say the least 😂😂
Aaron: <file_gif>
Aaron: looking for Jesus
Nathan: 😂😂😂
Aaron: hilarious..hahahaha","Nathan and Aaron share a humorous video of a cat, joking that its expression resembles a spiritual moment or a cat defecating. They exchange laughter and GIFs while noting that Dan originally sent the clip.",内森和亚伦分享了一段关于猫的幽默视频，开玩笑说猫的表情看起来像是在经历精神时刻，又像是在排便。他们一边大笑一边交换动图，并指出这段视频最初是由丹发送的。,Nathan and Aaron are discussing a video which Nathan sent. ,内森和亚伦正在讨论内森发来的视频。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00016,215,"Freddie: What are you watching on Netflix? I've just finished Mad Men.
Kelly: I've just finished The Crown. 
Freddie: There should be new episodes coming soon.
Kelly: OMG! i can't wait! :)
Freddie: Try Outlander or The Tudors in the meantime.
Jim: i'm watching I, Zombie.
Bob: try Grimm or Sabrina. They're both great!
Kelly: they are all horrible and disgusting! 
Bob: i think they are funny. They're just TV shows don't take them too seriously. x 
Greg: I'm watching House of Cards though must admit the new series is boring.
Mike: i agree. not the same without Kevin Spacey! You should try The West Wing if you enjoy political dramas.
Greg: Netflix original Bodyguard is supposed to be good from what I've heard.
Mary: I'm a bit ashamed to confess i enjoy stuff like Pretty Little Liars or Gossip Girl ;)
Nancy: don't be ashamed i enjoy them too! and my favourite one is Desperate Housewives!!!
Mary: I know! I watched it twice!
Alan: I'm catching up with Friends.
Nancy: OMG! i used to love Friends!","The group discusses various TV shows they are currently watching or have finished, ranging from dramas like Mad Men and The Crown to sitcoms like Friends. While some members recommend specific series, others express strong opinions about the quality of different genres and actors.",该小组讨论了他们目前正在观看或已看完的各种电视节目，范围从《广告狂人》和《王冠》等剧情片到《老友记》等情景喜剧。一些成员推荐了特定的剧集，而另一些成员则对不同流派和演员的质量表达了强烈的看法。,"Freddie, Kelly, Jim, Greg, Bob, Mike, Mary, Alan and Nancy are watching different shows on Netflix.",弗雷迪、凯利、吉姆、格雷格、鲍勃、迈克、玛丽、艾伦和南希正在netflix上观看不同的节目。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00017,244,"Jones: Hey.
Angelina: Hey.
Angelina: Long time. How are you doing?
Jones: I'm fine
Jones: You?
Angelina: I'm cool too.
Jones: You think we can meet today later in the afternoon in town?
Angelina: Definitely.
Jones: Okay. I will call you to confirm where we will meet.
Angelina: Cool","Jones and Angelina catch up and agree to meet later in the afternoon in town, with Jones planning to call to confirm the specific location.",琼斯和安吉丽娜寒暄后约定下午在镇上见面，琼斯计划随后致电确认具体地点。,Jones and Angelina will meet in town in the afternoon.,琼斯和安吉丽娜下午会在城里见面。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00018,285,"Casey: <file_photo>
Amelia: these are so nice!!! did you do them yourself?
Kristen: wooow amazing
Amelia: i want my nails done like that too!
Casey: yeah i did it myself :D got a new nail polish but damn it took me nearly 4 hours lol
Amelia: can you do it for us too?
Kristen: pretty please!
Casey: sorry you guys... it was a nightmare :( seriously 4 hours for nails is too much","Casey shared a photo of her self-done nails, which impressed Amelia and Kristen. Although they asked her to do their nails, Casey declined because the process took nearly four hours and was too difficult.",凯西分享了一张自己做的指甲照片，令阿米莉亚和克里斯汀印象深刻。尽管她们请求凯西也为她们做指甲，但凯西拒绝了，因为整个过程耗时近四个小时且难度太大。,"Casey got a new nail polish and did her nails herself. It took her nearly 4 hours, so she won't do her friends' nails, as it takes too long.",凯西买了新指甲油，自己做了指甲。她花了近4个小时，所以她不会帮朋友做指甲，因为耗时太长了。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00019,319,"Sue: Call me when you get this.
Sue: it's important
Steve: OK, I'm calling","Sue asks Steve to call her immediately regarding an important matter, and Steve agrees to do so.",苏要求史蒂夫立即就一件重要事项给她打电话，史蒂夫同意照办。,Steve is calling Sue at her request.,史蒂夫正按照苏的要求给她打电话。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00020,346,"Timmy: Who do u wanna invite?
Gemma: Well, there's u and ur date :)
Timmy: Not sure about the date, but I'll be there :) who else?
Gemma: I was thinking about Lona and Michelle.
Timmy: Still thinking ur getting invites to their weddings?
Gemma: It's not like that.
Timmy: Sure it is ;) just don't wanna admit it ;)
Gemma: Fine! I want to come to their wedding receptions!
Timmy: There we go :) was it so hard?
Gemma: Yes.
Timmy: And u think u can change their minds?
Gemma: Dunno.","Timmy and Gemma discuss potential guests for an event, with Gemma jokingly admitting she hopes to attend Lona and Michelle's weddings. Timmy teases her about this desire, and Gemma acknowledges she is unsure if she can convince the couple to invite her.",蒂米和杰玛讨论了活动的潜在宾客，杰玛开玩笑地承认她希望能参加洛娜和米歇尔的婚礼。蒂米对此取笑她，杰玛则承认自己不确定能否说服这对夫妇邀请她。,"Gemma will invite Timmy and his Date, as well as Lona and Michelle to her wedding.",杰玛将邀请蒂米和他的约会对象，以及罗娜和米歇尔参加她的婚礼。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00021,355,"Ann: Congratulations!!
Ann: You did great, both of you!
Sue: Thanks, Ann
Julie: I'm glad it's over!
Julie: That's co cute of you, girl!
Ann: Let's have a little celebration tonight! 
Sue: I'm in
Julie: me too!!! aww","Ann congratulates Sue and Julie on their success and suggests a celebration tonight, which both women enthusiastically accept.",安祝贺苏和朱莉取得成功，并提议今晚庆祝，两位女士都热情地接受了。,"Ann, Sue and Julie did a great job and they will have a little celebration tonight.",安、苏和朱莉做得很好，今晚他们会举行一个小小的庆祝活动。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00022,367,"Steve: hiya the dishwasher has turned up
Mum: good did they install it for you
Steve: yes they did a good job
Steve: <file_photo>
Mum: looks really nice
Steve: yes it does its nice and quiet
Mum: is it a 12 place setting one?
Steve: I think so, not that I ever have 12 for dinner lol
Mum: not but you dont have to put it on every day
Steve: no every other
Mum: yes I'm glad you are pleased with it xx
Steve: I am thanks mum xxx",Steve's new dishwasher has been installed and he is pleased with its quiet operation and appearance. His mother is glad he is happy with the appliance and they briefly discuss its capacity and usage frequency.,史蒂夫的新洗碗机已经安装完毕，他对机器运行时的静音效果和外观感到满意。他的母亲很高兴他对这台电器感到满意，两人简要讨论了它的容量和使用频率。,Steve is happy that he got a new dishwasher installed.,史蒂夫很高兴他装了一台新的洗碗机。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00023,393,"Marika: Are you coming today?
Lara: Yes!
Marika: Great!",Lara confirms to Marika that she will be coming today.,拉拉向玛莉卡确认她今天会来。,Marika is coming today.,玛丽卡今天会来。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00024,417,"Miranda: Hi S, could we cancel tomorrow's meeting?
Stephanie: again? what happened?
Miranda: I have to work :(
Stephanie: you work 20 hours a day!
Miranda: that's what young doctors do
Stephanie: they kill themselves working
Miranda: no they come close to death but survive and it makes them immortal
Stephanie: as long as you have an explanation :D","Miranda requests to cancel tomorrow's meeting due to work, prompting Stephanie to joke about the extreme hours young doctors endure. Miranda playfully defends the profession by claiming such near-death experiences grant immortality, which Stephanie accepts with amusement.",米兰达因工作请求取消明天的会议，斯蒂芬妮借此开玩笑说年轻医生要忍受极端的工作时长。米兰达俏皮地为这一职业辩护，声称这种濒临死亡的经历能赋予永生，斯蒂芬妮则带着笑意接受了这一说法。,Miranda can't make her meeting with Stephanie as she has to work. ,米兰达不能去见斯蒂芬妮，因为她要工作。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00025,432,"Javier: Hey do you know any tattoo parlors over here with English speaking employees?
Judie: Oh there's Warsaw ink
Javier: the name sounds neat... have you had a tattoo done there?
Judie: nope but my gf has
Javier: got a pic?
Judie: <file_photo>
Javier: wow that looks amazing
Javier: how much did she pay?
Judie: it was a 1000
Javier: fuck
Javier: let me just get a tatttoo back in colombia then, thx","Judie recommends Warsaw Ink to Javier, but he decides to get a tattoo in Colombia after learning the price is 1000.",朱迪向哈维尔推荐华沙纹身店，但得知价格为 1000 后，他决定在哥伦比亚纹身。,Javier was initially eager to have a tatoo done at Warsaw Ink but the price turned out to be too high. Javier decided to have a tatoo done in Colombia.,哈维尔最初很想在warsaw ink纹身，但价格太高了。他决定去哥伦比亚做纹身。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00026,433,"Sam: You own a really nice hotel, guys 😊
Jessica: Thanks Sam 😊
Michael: Thanks, mate 
Sam: How is our hotel room set for next month? Hope that the manager will arrange the very best for us 😉
Michael: you’re damn right, Sam
Michael: are you coming on the 15th of August?
Sam: Yep! We’ll be at the hotel around 2 p.m.
Jessica: I’m soooo happy to see you again!
Sam: Me, too 😊","Sam confirms his arrival at the hotel on August 15th around 2 p.m., and he and Jessica express their excitement to reunite.",山姆确认他将于 8 月 15 日下午 2 点左右抵达酒店，他和杰西卡都对即将重逢感到兴奋。,Sam appreciates the hotel owned by Jessica and Michael. Sam is going there on the 15th August at around 2pm.,山姆很喜欢杰西卡和迈克尔的酒店。他会在8月15日下午2点左右去那里。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00027,442,"Terence: What the hell, Danny. You took my money, didn't you? :/
Daniel: What, your money?? Why would I
Terence: Don't play dumb
Daniel: Are you calling me a liar, Terry??
Terence: I'm not stupid, Danny
Daniel: And I'm not a thief?? That's not cool, man :/
Terence: ... Oh shit, I'm sorry, I've just found it. Forgot I'd placed it elsewhere last month
Daniel: Good for you then
Terence: Are you upset
Daniel: What do you think?? Yeah, oh-fucking-course I am","Terence falsely accuses Daniel of stealing his money before realizing he misplaced it himself. Although Terence apologizes, Daniel remains upset about the accusation.",特伦斯错误地指控丹尼尔偷了他的钱，后来才发现是自己放错了地方。尽管特伦斯道了歉，丹尼尔仍对这项指控感到不快。,Terence accused Daniel of taking his money. Terence finds the money later and apologizes to Daniel. Daniel is still upset.,特伦斯指控丹尼尔偷了他的钱。后来他找到了钱，就向丹尼尔道歉。但是丹尼尔还在生气。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00028,499,"Natacha: hi, i can come and pick you up at the RER.
Charles: so  nice. I just landed. I think i'll arrive about 5:30pm. I'll give you a call
Natacha: ok ,call  me when  you'll be at the station Vesinet. 
Charles: thanks . see you",Natacha will pick up Charles at the Vesinet RER station when he arrives around 5:30 pm.,娜塔莎将在查尔斯下午 5 点 30 分左右抵达韦西内 RER 站时去接他。,Charles has just landed and he will be at RER about 5.30 PM. Natacha will pick him up from there.,查尔斯刚刚落地，他会在下午五点半到达rer，娜塔夏会在那里接他。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00029,528,"Meg: still at school?
Ann: i have extra math classes
Meg: so when can i meet you?
Ann: i will be home at 7",Ann is attending extra math classes and will be home at 7 PM.,安正在参加额外的数学课程，将于晚上 7 点到家。,Ann is still at school. She will be home at 7 so she can meet Meg then.,安还在学校，她7点会回家，这样她就可以和麦格见面了。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00030,532,"Pete: What flavour yogurt did you want again? My brain is like a sieve today.
Jen: Pear but only if they've got it. Otherwise don't worry about it.
Pete: I'll have a look around. If they don't have pear can I get a different flavour?
Jen: I don't like any other flavour. If they don't have pear just don't get anything at all then.
Pete: OK.","Pete asks Jen if she wants pear-flavored yogurt, and she confirms she only wants that specific flavor or nothing at all.",皮特问詹是否想要梨味酸奶，她确认自己只想要那种特定口味，否则就什么都不要。,Pete will get a pear yogurt for Jen if they have it.,如果商店里有梨味酸奶， 皮特会给珍买的。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00031,536,"Christie: how are you after the party?
Katie: really tired... and you?
Christie: same
Christie: the party was great!
Katie: Yeah, we had fun! :)",Christie and Katie both felt tired after the party but agreed that it was great and fun.,克里斯蒂和凯蒂在派对后都感到疲惫，但一致认为派对非常棒且充满乐趣。,Christie and Katie are tired after the party. They both had fun.,克里斯蒂和凯蒂在聚会后累了。他们都玩得很开心。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00032,537,"Sam: Are you working tomorrow?
Carla: No, it's my day off
Sam: I'm free in the afternoon, do you fancy meeting up?
Carla: Yeah, sure
Sam: Ok, great! Shall we go to Meanwood?
Carla: Ok, there's that cafe there that does the yummy cakes. Meet you at 2?
Sam: Yes - looking forward to it!
Carla: See you tom! xx",Sam and Carla agree to meet at a cafe in Meanwood at 2 p.m. tomorrow afternoon to enjoy some cakes.,山姆和卡拉约定明天下午两点在米恩伍德的咖啡馆见面，享用一些蛋糕。,Carla has a day off tomorrow. She will meet Sam in Meanwood in a cafe at 2 pm.,卡拉明天有一天假。她将在下午两点在meanwood的一个咖啡馆和山姆见面。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00033,544,"Joana: wana play some games?
Sandy: what games?
Joana: maybe dixit?
Joana: or carcassonne?
Sandy: why not?
Joana: ok, I'll bring them 2 u
Sandy: great :)","Joana suggests playing Dixit or Carcassonne with Sandy, who agrees, so Joana will bring the games to her.",乔安娜建议与桑迪一起玩《只言片语》或《卡卡颂》，桑迪同意了，因此乔安娜将把游戏带到她那里。,Joana will bring Sandy some games like dixit and carcassonne.,琼娜将为桑迪带来一些像迪克西特和卡尔卡松这样的游戏。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00034,548,"Steve: Bought the new Dream Theater album 5 minutes ago. I hope it's good.
Rob: I have it here on my desk, ready for the first listening.
Steve: Ok, I'll tell you later what I think about it.
Rob: Same here. See you later!",Steve and Rob both acquired the new Dream Theater album and plan to share their thoughts after listening to it.,史蒂夫和罗布都购买了梦剧院乐队的新专辑，并计划在听完后分享他们的看法。,"Steve and Rob will talk about new Dream Theater album, after they finish listening.",史蒂夫和罗伯将在听完后谈论新的梦剧场专辑。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00035,551,"Peter: Can you send me the link of your beauty shop?
Joy: Definitely
Joy: It is https:// *********
Joy: Hope you will like it and feel free to ask any questions.
Peter: Okay. Let me look at it.","Joy sent Peter the link to her beauty shop, and Peter agreed to review it.",乔伊向彼得发送了她美容店的链接，彼得同意进行评论。,Joy sent Peter the link to her beauty shop.,乔伊把她美容店的链接发给了彼得。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00036,590,"Ethan: who's going to see solstafir?
Noah: solstafir! when?
Noah: i had no idea they were playing
Archie: I'm not :D.
Leo: i'm going ofc!
Ethan: 21.11
Noah: that's a wednesday... ehh...
Noah: i'll have to see, might have to stay late at work...
Leo: nooo you have to come
Ethan: yeah you have to!
Archie: There are better concerts :P.
Noah: i know, i would really like to see them, but yeah
Leo: archie... :P
Ethan: don't mind him :P
Noah: i'll see and let you know, it would really suck to miss them
Leo: yup!
Ethan: yup! x2","Ethan, Leo, and Noah discuss attending a Solstafir concert on November 21st, while Archie expresses disinterest. Noah is eager to go but remains uncertain due to potential work conflicts.",伊森、利奥和诺亚讨论了参加 11 月 21 日索尔斯塔法乐队演唱会的事宜，而阿奇则表示不感兴趣。诺亚非常渴望前往，但因可能存在的工作冲突而仍不确定。,"Ethan and Leo are going to see Sólstafir on 21.11. Noah would like to go too, but he might have to stay late at work.",伊森和里奥要在21点11分去见索斯塔弗。诺亚也想去，但他可能得工作到很晚。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
gold_00037,598,"Bradley: haha look a cat invaded the pitch at Goodison <file_other>
Jill: hahahaha
Julia: what a sweet little black ball of fur
Jill: here's the video :D <file_other>
Julia: haha
Bradley: and the commentary :D
Bradley: that's the best entertainment Everton fans have had all season :D","Bradley, Jill, and Julia share amusement over a video of a cat invading the Goodison pitch, which Bradley jokes is the best entertainment for Everton fans all season.",布拉德利、吉尔和朱莉亚因一段猫咪闯入古迪逊球场的视频而忍俊不禁，布拉德利开玩笑说，这是埃弗顿球迷整个赛季最精彩的娱乐。,A sweet little black cat got into the pitch during the Everton's football match.,在埃弗顿的足球比赛中，一只可爱的小黑猫钻进了球场。,summarize_then_translate,qwen3.5:27b,qwen3.5:27b,2
