id,test_index,dialogue,translated_dialogue,final_summary,reference_english_summary,reference_chinese_summary,pipeline,translation_model,summarization_model,num_model_calls
gold_00011,139,"Paul: I just came back home
Paul: What a busy day
Paul: I forgot about my physiotherapy 
Emma: Oh no
Paul: It's ok, I'll schedule a new appointment
Emma: I'll be home after midnight
Paul: Do you want me to prepare some food for you?
Emma: That would be lovely","保罗: 我刚到家
保罗: 今天真是太忙了
保罗: 我忘了我的物理治疗
艾玛: 噢，不
保罗: 没关系，我会预约一个新的
艾玛: 我要到午夜以后才回家
保罗: 你想让我给你准备点吃的吗？
艾玛: 那就太好了",保罗回家后发现忘了物理治疗，并表示会重新预约。艾玛深夜回家，保罗主动提出为她准备食物。,"Paul forgot about his physiotherapy and he will schedule a new appointment. Emma will be home after midnight, so Paul will prepare some food for her.",保罗忘记去做理疗了，得重新预约。艾玛午夜后回家，所以保罗会给她准备一些吃的。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00012,192,"Harris: How are U?
Lena: Fine, U?
Harris: Been better.
Lena: ?
Harris: My friend Aoki died yesterday.
Lena: O No!
Harris: Yeah.
Lena: What happened?
Harris: Not sure yet. Thinking the worst...
Lena: O how awful!
Harris: Yes.
Lena: You just never know.
Harris: True.
Lena: Had you seen her lately?
Harris: Not for a few months. She lives in Michigan.
Lena: Oh, that's far.
Harris: Not too far but far enough.
Lena: Right.
Harris: Got to go, mom's calling.
Lena: K bi. Feel better!
Harris: K will do","哈里斯：你好吗？
莉娜：还好，你呢？
哈里斯：不算太好。
莉娜：？
哈里斯：我的朋友青木昨天去世了。
莉娜：噢，不！
哈里斯：是的。
莉娜：发生了什么事？
哈里斯：还不确定。正在想最坏的可能性……
莉娜：噢，太可怕了！
哈里斯：是的。
莉娜：你永远不知道会发生什么。
哈里斯：说的是。
莉娜：你最近见过她吗？
哈里斯：几个月前见过。她住在密歇根州。
莉娜：哦，那很远啊。
哈里斯：不算太远，但确实有点远。
莉娜：对。
哈里斯：我得走了，我妈在叫。
莉娜：好的，再见！感觉好点！
哈里斯：好的，会的。",哈里斯的朋友青木去世了，他感到难过。他几个月前见过青木，青木住在密歇根州。哈里斯需要回家。,"Harris' friend, Aoki, who lives in Michigan, died yesterday. Harris hasn't seen her for a few months.",哈里斯的朋友青木住在密歇根州，昨天去世了。哈里斯有几个月没见她了。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00013,210,"Yaz: Going to slimming club tonight?
Mary: Well, I don't want to, but I really should. I've been so bad, though!
Yaz: Me too, choccies, wine, cake, you name it!
Mary: Well, we should bite the bullet. She'll tell us off, I expect. Feels like being back at school!
Yaz: Well, she IS our old cookery teacher! See you at 6ish, pick you up!?
Mary: Yep! See you then!","雅兹: 今晚去减肥俱乐部吗？
玛丽: 唔，我不太想去，但我真的应该去。我最近一直很放纵！
雅兹: 我也是，巧克力，葡萄酒，蛋糕，你想到的都有！
玛丽: 好吧，我们应该硬着头皮去。我想她会训我们的。感觉就像回到学校一样！
雅兹: 毕竟她是我们的老烹饪老师！ 6点左右见，我来接你怎么样？
玛丽: 好！ 待会儿见！",雅兹和玛丽今晚将一起去减肥俱乐部，她们最近饮食放纵，预计会被老师训斥。 雅兹提议6点左右去接玛丽。,Yaz and Mary are meeting tonight around 6 and going for the slimming club together. They expect to be scolded for eating too much. ,亚兹和玛丽今晚6点左右见面，一起去减肥俱乐部。他们估计吃得太多会被骂。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00014,211,"Ellie: hey, are you at the university?
Aaliyah: yep
Camille: I'm sick :/
Ellie: shiet....that's bad
Ellie: Aali, where are we having our classes now?
Aaliyah: 342 on the second floor","艾莉: 嘿，你在大学吗？
阿利亚: 是的
卡米尔: 我生病了 :/
艾莉: 糟糕....这太糟糕了
艾莉: 阿利亚，我们现在在哪里上课？
阿利亚: 二楼342教室",卡米尔生病了，艾莉询问阿利亚上课地点，阿利亚回复在二楼342教室。,Ellie's class is in 342 on the second floor.,艾莉的班级在二楼342教室。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00015,212,"Nathan: <file_video>
Aaron: OMG!!! 
Aaron: 😂😂😂😂
Aaron: looool
Aaron: do you know her mate? 🤣🤣
Aaron: my cat's face looks like that when he's taking a dump..🤣🤣🤣
Aaron: <file_gif>
Aaron: the angels must be weeping 🤭🤭🤭 
Aaron: <file_gif>
Aaron: <file_gif>
Nathan: Hahahaha
Nathan: She's having a spiritual moment 😉
Nathan: No clue mate, Dan sent it over
Nathan: A tragedy to say the least 😂😂
Aaron: <file_gif>
Aaron: looking for Jesus
Nathan: 😂😂😂
Aaron: hilarious..hahahaha","内森: <file_video>
亚伦: 噢，我的天啊!!! 
亚伦: 😂😂😂😂
亚伦: looool
亚伦: 你认识她吗，哥们？🤣🤣
亚伦: 我家猫咪拉屎的时候就长那个样子..🤣🤣🤣
亚伦: <file_gif>
亚伦: 天使们一定在哭泣 🤭🤭🤭 
亚伦: <file_gif>
亚伦: <file_gif>
内森: 哈哈哈
内森: 她正在经历一场精神觉醒 😉
内森: 不知道啊，哥们，丹发给我的
内森: 至少是一场悲剧 😂😂
亚伦: <file_gif>
亚伦: 寻找耶稣
内森: 😂😂😂
亚伦: 太好笑了..哈哈哈",亚伦看到一个搞笑视频，并认为视频中的发型像猫咪拉屎后的样子，内森则认为那是一个精神觉醒或悲剧。,Nathan and Aaron are discussing a video which Nathan sent. ,内森和亚伦正在讨论内森发来的视频。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00016,215,"Freddie: What are you watching on Netflix? I've just finished Mad Men.
Kelly: I've just finished The Crown. 
Freddie: There should be new episodes coming soon.
Kelly: OMG! i can't wait! :)
Freddie: Try Outlander or The Tudors in the meantime.
Jim: i'm watching I, Zombie.
Bob: try Grimm or Sabrina. They're both great!
Kelly: they are all horrible and disgusting! 
Bob: i think they are funny. They're just TV shows don't take them too seriously. x 
Greg: I'm watching House of Cards though must admit the new series is boring.
Mike: i agree. not the same without Kevin Spacey! You should try The West Wing if you enjoy political dramas.
Greg: Netflix original Bodyguard is supposed to be good from what I've heard.
Mary: I'm a bit ashamed to confess i enjoy stuff like Pretty Little Liars or Gossip Girl ;)
Nancy: don't be ashamed i enjoy them too! and my favourite one is Desperate Housewives!!!
Mary: I know! I watched it twice!
Alan: I'm catching up with Friends.
Nancy: OMG! i used to love Friends!","弗雷迪: 你在 Netflix 上看什么？我刚看完《广告狂人》。
凯莉: 我刚看完《王冠》。
弗雷迪: 应该很快会有新剧集播出。
凯莉: 哇！我等不及了！:)
弗雷迪: 试试《异星出没》或者《都铎王朝》。
吉姆: 我在看《僵尸陆战队》。
鲍勃: 试试《格林童话》或者《萨布丽娜》。它们都非常棒！
凯莉: 它们全部都很可怕又恶心！
鲍勃: 我觉得它们很有趣。它们只是电视剧，别太当真。x
格雷格: 我在看《纸牌屋》，但不得不承认新剧集很无聊。
迈克: 我同意。没有凯文·斯派西就不是原来的味道了！如果你喜欢政治剧，可以试试《白宫风云》。
格雷格: Netflix 原创剧《守卫者》据说是部好剧。
玛丽: 我有点不好意思承认，我喜欢看《美少女的谎言》或者《绯闻女孩》；)
南希: 别不好意思，我也喜欢它们！我最喜欢的还是《绝望主妇》！！！
玛丽: 我知道！我看了两遍了！
艾伦: 我在补看《老友记》。
南希: 哇！我以前很喜欢《老友记》！",大家讨论了在Netflix上观看的电视剧，包括《广告狂人》、《王冠》、《异星出没》等，并分享了各自的喜好和推荐。,"Freddie, Kelly, Jim, Greg, Bob, Mike, Mary, Alan and Nancy are watching different shows on Netflix.",弗雷迪、凯利、吉姆、格雷格、鲍勃、迈克、玛丽、艾伦和南希正在netflix上观看不同的节目。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00017,244,"Jones: Hey.
Angelina: Hey.
Angelina: Long time. How are you doing?
Jones: I'm fine
Jones: You?
Angelina: I'm cool too.
Jones: You think we can meet today later in the afternoon in town?
Angelina: Definitely.
Jones: Okay. I will call you to confirm where we will meet.
Angelina: Cool","琼斯: 嘿。
安吉丽娜: 嘿。
安吉丽娜: 好久不见。你怎么样？
琼斯: 我很好。
琼斯: 你呢？
安吉丽娜: 我也很好。
琼斯: 你觉得我们今天下午能在镇上见面吗？
安吉丽娜: 当然。
琼斯: 好的。我会打电话给你确认我们在哪里见面。
安吉丽娜: 好极了。",琼斯和安吉丽娜相遇，并计划今天下午在镇上见面，琼斯会打电话确认地点。,Jones and Angelina will meet in town in the afternoon.,琼斯和安吉丽娜下午会在城里见面。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00018,285,"Casey: <file_photo>
Amelia: these are so nice!!! did you do them yourself?
Kristen: wooow amazing
Amelia: i want my nails done like that too!
Casey: yeah i did it myself :D got a new nail polish but damn it took me nearly 4 hours lol
Amelia: can you do it for us too?
Kristen: pretty please!
Casey: sorry you guys... it was a nightmare :( seriously 4 hours for nails is too much","凯西: <file_photo>
艾米莉亚: 这些太漂亮了！！！是你自己做的吗？
克里斯汀: 哇塞 好棒
艾米莉亚: 我也想把指甲做成那样！
凯西: 是的，我自己做的 :D 买了一种新的指甲油，但天哪，我花了快4个小时才做完 哈哈
艾米莉亚: 你能也给我们做吗？
克里斯汀: 拜托拜托！
凯西: 抱歉各位... 这简直是一场噩梦 :( 认真地说，花4个小时做指甲太多了",凯西自己做了漂亮的指甲，花费了四个小时。艾米莉亚和克里斯汀想让凯西也为她们做，但凯西表示太累了。,"Casey got a new nail polish and did her nails herself. It took her nearly 4 hours, so she won't do her friends' nails, as it takes too long.",凯西买了新指甲油，自己做了指甲。她花了近4个小时，所以她不会帮朋友做指甲，因为耗时太长了。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00019,319,"Sue: Call me when you get this.
Sue: it's important
Steve: OK, I'm calling","苏: 收到短信给我打电话。
苏: 很重要
史蒂夫: 好的，我正在打电话。",苏收到重要短信，让史蒂夫打电话。,Steve is calling Sue at her request.,史蒂夫正按照苏的要求给她打电话。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00020,346,"Timmy: Who do u wanna invite?
Gemma: Well, there's u and ur date :)
Timmy: Not sure about the date, but I'll be there :) who else?
Gemma: I was thinking about Lona and Michelle.
Timmy: Still thinking ur getting invites to their weddings?
Gemma: It's not like that.
Timmy: Sure it is ;) just don't wanna admit it ;)
Gemma: Fine! I want to come to their wedding receptions!
Timmy: There we go :) was it so hard?
Gemma: Yes.
Timmy: And u think u can change their minds?
Gemma: Dunno.","提米: 你想邀请谁？
杰玛: 嗯，有你和你约会对象 :)
提米: 不确定约会对象的事，但我会去的 :) 还有谁？
杰玛: 我在考虑邀请洛娜和米歇尔。
提米: 还在想你会收到他们的婚礼邀请吗？
杰玛: 不是那样的。
提米: 肯定是的 ;) 只是不想承认而已 ;)
杰玛: 好吧！我想去参加他们的婚礼招待会！
提米: 就这样 :) 这么难吗？
杰玛: 是的。
提米: 你觉得你能改变他们的想法吗？
杰玛: 不知道。",杰玛想邀请提米和他的约会对象参加派对，也在考虑邀请洛娜和米歇尔，并可能想参加他们的婚礼。,"Gemma will invite Timmy and his Date, as well as Lona and Michelle to her wedding.",杰玛将邀请蒂米和他的约会对象，以及罗娜和米歇尔参加她的婚礼。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00021,355,"Ann: Congratulations!!
Ann: You did great, both of you!
Sue: Thanks, Ann
Julie: I'm glad it's over!
Julie: That's co cute of you, girl!
Ann: Let's have a little celebration tonight! 
Sue: I'm in
Julie: me too!!! aww","安娜: 恭喜！！
安娜: 你们两个都做得太棒了！
苏: 谢谢你，安娜
朱莉: 我很高兴终于结束了！
朱莉: 你真是太可爱了，亲爱的！
安娜: 咱们今晚小庆祝一下吧！
苏: 我参加
朱莉: 我也！！ 哇",安娜祝贺苏和朱莉表现出色，并提议今晚小庆祝，两人都同意。,"Ann, Sue and Julie did a great job and they will have a little celebration tonight.",安、苏和朱莉做得很好，今晚他们会举行一个小小的庆祝活动。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00022,367,"Steve: hiya the dishwasher has turned up
Mum: good did they install it for you
Steve: yes they did a good job
Steve: <file_photo>
Mum: looks really nice
Steve: yes it does its nice and quiet
Mum: is it a 12 place setting one?
Steve: I think so, not that I ever have 12 for dinner lol
Mum: not but you dont have to put it on every day
Steve: no every other
Mum: yes I'm glad you are pleased with it xx
Steve: I am thanks mum xxx","史蒂夫：嗨，洗碗机送来了
妈妈：太好了，他们帮你安装好了吗？
史蒂夫：是的，他们做得很好
史蒂夫：<file_photo>
妈妈：看起来真不错
史蒂夫：是的，它很安静
妈妈：是12人份的吗？
史蒂夫：我想是吧，不过我从来没有一次性招待12个人吃晚饭，哈哈
妈妈：没关系，你也不用每天都用它
史蒂夫：不是，隔一天用一次
妈妈：是的，我很高兴你对它很满意 xx
史蒂夫：是的，谢谢妈妈 xxx",洗碗机已安装完毕，运行安静，为12人份。史蒂夫和妈妈都对新洗碗机很满意。,Steve is happy that he got a new dishwasher installed.,史蒂夫很高兴他装了一台新的洗碗机。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00023,393,"Marika: Are you coming today?
Lara: Yes!
Marika: Great!","玛丽卡: 你今天来吗？
拉拉: 是的！
玛丽卡: 太好了！",拉拉今天会来。,Marika is coming today.,玛丽卡今天会来。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00024,417,"Miranda: Hi S, could we cancel tomorrow's meeting?
Stephanie: again? what happened?
Miranda: I have to work :(
Stephanie: you work 20 hours a day!
Miranda: that's what young doctors do
Stephanie: they kill themselves working
Miranda: no they come close to death but survive and it makes them immortal
Stephanie: as long as you have an explanation :D","米兰达: 嗨，斯蒂芬妮，我们可以取消明天的会议吗？
斯蒂芬妮: 又？发生了什么事？
米兰达: 我必须工作 :(
斯蒂芬妮: 你一天工作20个小时！
米兰达: 这就是年轻医生的常态。
斯蒂芬妮: 他们把自己累垮了。
米兰达: 不，他们接近死亡但幸存下来，这让他们变得不朽。
斯蒂芬妮: 只要你有合理的解释 :D",米兰达因工作繁忙请求取消明天会议，并表示年轻医生常超负荷工作，以此来证明自己的“不朽”。斯蒂芬妮对此表示质疑。,Miranda can't make her meeting with Stephanie as she has to work. ,米兰达不能去见斯蒂芬妮，因为她要工作。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00025,432,"Javier: Hey do you know any tattoo parlors over here with English speaking employees?
Judie: Oh there's Warsaw ink
Javier: the name sounds neat... have you had a tattoo done there?
Judie: nope but my gf has
Javier: got a pic?
Judie: <file_photo>
Javier: wow that looks amazing
Javier: how much did she pay?
Judie: it was a 1000
Javier: fuck
Javier: let me just get a tatttoo back in colombia then, thx","哈维尔: 嘿，你知道这附近有没有会说英语的纹身店吗？
朱迪: 哦，有华沙墨水
哈维尔: 这个名字听起来不错… 你在那里做过纹身吗？
朱迪: 没有，但我女朋友做过
哈维尔: 有照片吗？
朱迪: <file_photo>
哈维尔: 哇，看起来太棒了
哈维尔: 她花了多少钱？
朱迪: 一千
哈维尔: 卧槽
哈维尔: 那我还是回哥伦比亚做纹身吧，谢谢。",哈维尔想找英语纹身店，朱迪推荐了华沙墨水。哈维尔看到照片后觉得不错，但得知价格后决定回哥伦比亚做纹身。,Javier was initially eager to have a tatoo done at Warsaw Ink but the price turned out to be too high. Javier decided to have a tatoo done in Colombia.,哈维尔最初很想在warsaw ink纹身，但价格太高了。他决定去哥伦比亚做纹身。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00026,433,"Sam: You own a really nice hotel, guys 😊
Jessica: Thanks Sam 😊
Michael: Thanks, mate 
Sam: How is our hotel room set for next month? Hope that the manager will arrange the very best for us 😉
Michael: you’re damn right, Sam
Michael: are you coming on the 15th of August?
Sam: Yep! We’ll be at the hotel around 2 p.m.
Jessica: I’m soooo happy to see you again!
Sam: Me, too 😊","萨姆：你们拥有一家非常好的酒店，各位 😊
杰西卡：谢谢你，萨姆 😊
迈克尔：谢谢，伙计
萨姆：我们下个月的酒店房间安排得怎么样了？希望经理能为我们安排最好的 😉
迈克尔：你说的没错，萨姆
迈克尔：你8月15号来吗？
萨姆：是的！我们下午2点左右到达酒店。
杰西卡：我太高兴再次见到你了！
萨姆：我也是 😊",萨姆一行人将于8月15日下午两点抵达酒店，希望得到最好的房间安排。杰西卡和迈克尔表示欢迎。,Sam appreciates the hotel owned by Jessica and Michael. Sam is going there on the 15th August at around 2pm.,山姆很喜欢杰西卡和迈克尔的酒店。他会在8月15日下午2点左右去那里。,translate_then_summarize,gemma3:27b,gemma3:27b,2
