id,test_index,dialogue,english_summary,final_summary,reference_english_summary,reference_chinese_summary,pipeline,summarization_model,translation_model,num_model_calls
gold_00011,139,"Paul: I just came back home
Paul: What a busy day
Paul: I forgot about my physiotherapy 
Emma: Oh no
Paul: It's ok, I'll schedule a new appointment
Emma: I'll be home after midnight
Paul: Do you want me to prepare some food for you?
Emma: That would be lovely","Paul returned home after a busy day and realized he missed his physiotherapy appointment, but he will reschedule it. Emma will be home late and Paul offered to prepare food for her, which she accepted.",保罗忙碌了一天后回到家，意识到他错过了物理治疗预约，但他会重新安排。艾玛会晚点回家，保罗提出为她准备食物，她接受了。,"Paul forgot about his physiotherapy and he will schedule a new appointment. Emma will be home after midnight, so Paul will prepare some food for her.",保罗忘记去做理疗了，得重新预约。艾玛午夜后回家，所以保罗会给她准备一些吃的。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00012,192,"Harris: How are U?
Lena: Fine, U?
Harris: Been better.
Lena: ?
Harris: My friend Aoki died yesterday.
Lena: O No!
Harris: Yeah.
Lena: What happened?
Harris: Not sure yet. Thinking the worst...
Lena: O how awful!
Harris: Yes.
Lena: You just never know.
Harris: True.
Lena: Had you seen her lately?
Harris: Not for a few months. She lives in Michigan.
Lena: Oh, that's far.
Harris: Not too far but far enough.
Lena: Right.
Harris: Got to go, mom's calling.
Lena: K bi. Feel better!
Harris: K will do","Harris informed Lena that his friend Aoki passed away yesterday, and he is upset about it. He last saw Aoki a few months ago, as she lived in Michigan, and he had to end the conversation due to his mother calling.",哈里斯告知莉娜，他的朋友青木昨天去世了，他对此感到难过。他几个月前见过青木一次，因为她住在密歇根州，而且他的母亲打电话了，所以他不得不结束对话。,"Harris' friend, Aoki, who lives in Michigan, died yesterday. Harris hasn't seen her for a few months.",哈里斯的朋友青木住在密歇根州，昨天去世了。哈里斯有几个月没见她了。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00013,210,"Yaz: Going to slimming club tonight?
Mary: Well, I don't want to, but I really should. I've been so bad, though!
Yaz: Me too, choccies, wine, cake, you name it!
Mary: Well, we should bite the bullet. She'll tell us off, I expect. Feels like being back at school!
Yaz: Well, she IS our old cookery teacher! See you at 6ish, pick you up!?
Mary: Yep! See you then!","Yaz and Mary both admit to overindulging but agree to attend their slimming club meeting tonight, anticipating a scolding from their former cookery teacher. Yaz will pick Mary up around 6 PM.",雅兹和玛丽都承认自己暴饮暴食，但同意今晚参加她们的减肥俱乐部会议，预计会受到她们以前的烹饪老师的训斥。雅兹将在下午6点左右接玛丽。,Yaz and Mary are meeting tonight around 6 and going for the slimming club together. They expect to be scolded for eating too much. ,亚兹和玛丽今晚6点左右见面，一起去减肥俱乐部。他们估计吃得太多会被骂。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00014,211,"Ellie: hey, are you at the university?
Aaliyah: yep
Camille: I'm sick :/
Ellie: shiet....that's bad
Ellie: Aali, where are we having our classes now?
Aaliyah: 342 on the second floor","Camille is sick, and Ellie and Aaliyah are at the university, where their class will be held in room 342 on the second floor.",卡米尔生病了，埃莉和阿利亚在大学，她们的课程将在二楼342教室举行。,Ellie's class is in 342 on the second floor.,艾莉的班级在二楼342教室。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00015,212,"Nathan: <file_video>
Aaron: OMG!!! 
Aaron: 😂😂😂😂
Aaron: looool
Aaron: do you know her mate? 🤣🤣
Aaron: my cat's face looks like that when he's taking a dump..🤣🤣🤣
Aaron: <file_gif>
Aaron: the angels must be weeping 🤭🤭🤭 
Aaron: <file_gif>
Aaron: <file_gif>
Nathan: Hahahaha
Nathan: She's having a spiritual moment 😉
Nathan: No clue mate, Dan sent it over
Nathan: A tragedy to say the least 😂😂
Aaron: <file_gif>
Aaron: looking for Jesus
Nathan: 😂😂😂
Aaron: hilarious..hahahaha","Nathan and Aaron found a funny video of a woman making a strange face, with Aaron comparing it to his cat and joking about a spiritual or tragic moment. They both laughed and shared several GIFs reacting to the video.",内森和亚伦发现了一个关于一位女士做出奇怪表情的搞笑视频，亚伦将其比作他的猫，并开玩笑说这可能是一个精神或悲剧时刻。他们都笑了，并分享了几个GIF动图来表达对该视频的反应。,Nathan and Aaron are discussing a video which Nathan sent. ,内森和亚伦正在讨论内森发来的视频。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00016,215,"Freddie: What are you watching on Netflix? I've just finished Mad Men.
Kelly: I've just finished The Crown. 
Freddie: There should be new episodes coming soon.
Kelly: OMG! i can't wait! :)
Freddie: Try Outlander or The Tudors in the meantime.
Jim: i'm watching I, Zombie.
Bob: try Grimm or Sabrina. They're both great!
Kelly: they are all horrible and disgusting! 
Bob: i think they are funny. They're just TV shows don't take them too seriously. x 
Greg: I'm watching House of Cards though must admit the new series is boring.
Mike: i agree. not the same without Kevin Spacey! You should try The West Wing if you enjoy political dramas.
Greg: Netflix original Bodyguard is supposed to be good from what I've heard.
Mary: I'm a bit ashamed to confess i enjoy stuff like Pretty Little Liars or Gossip Girl ;)
Nancy: don't be ashamed i enjoy them too! and my favourite one is Desperate Housewives!!!
Mary: I know! I watched it twice!
Alan: I'm catching up with Friends.
Nancy: OMG! i used to love Friends!","Several people discussed what they are watching on Netflix, including shows like Mad Men, The Crown, Outlander, I, Zombie, and House of Cards, with recommendations ranging from political dramas to lighter series like Friends and Pretty Little Liars. Some disagreed on the quality of certain shows, while others shared their enjoyment of guilty pleasures like Desperate Housewives.",几个人讨论了他们在观看的奈飞剧集，包括《广告狂人》、《王冠》、《异星出lander》、《僵尸肖恩》、《纸牌屋》等，推荐涵盖了政治剧到《老友记》、《美少女谎言》等轻松剧集。有些人对某些剧集的质量存在分歧，而另一些人则分享了他们对《绝望主妇》等“罪恶快感”的喜爱。,"Freddie, Kelly, Jim, Greg, Bob, Mike, Mary, Alan and Nancy are watching different shows on Netflix.",弗雷迪、凯利、吉姆、格雷格、鲍勃、迈克、玛丽、艾伦和南希正在netflix上观看不同的节目。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00017,244,"Jones: Hey.
Angelina: Hey.
Angelina: Long time. How are you doing?
Jones: I'm fine
Jones: You?
Angelina: I'm cool too.
Jones: You think we can meet today later in the afternoon in town?
Angelina: Definitely.
Jones: Okay. I will call you to confirm where we will meet.
Angelina: Cool","Jones and Angelina reconnected and agreed to meet in town later that afternoon, with Jones promising to confirm the exact location.",琼斯和安吉丽娜重逢并同意当天下午在镇上见面，琼斯承诺确认具体地点。,Jones and Angelina will meet in town in the afternoon.,琼斯和安吉丽娜下午会在城里见面。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00018,285,"Casey: <file_photo>
Amelia: these are so nice!!! did you do them yourself?
Kristen: wooow amazing
Amelia: i want my nails done like that too!
Casey: yeah i did it myself :D got a new nail polish but damn it took me nearly 4 hours lol
Amelia: can you do it for us too?
Kristen: pretty please!
Casey: sorry you guys... it was a nightmare :( seriously 4 hours for nails is too much","Casey did her own nails, which Amelia and Kristen loved and asked her to replicate, but Casey declined as it took her four hours and was too difficult.",凯西自己做了美甲，阿米莉亚和克里斯汀非常喜欢，并要求她复制，但凯西拒绝了，因为这花费了她四个小时，而且太困难了。,"Casey got a new nail polish and did her nails herself. It took her nearly 4 hours, so she won't do her friends' nails, as it takes too long.",凯西买了新指甲油，自己做了指甲。她花了近4个小时，所以她不会帮朋友做指甲，因为耗时太长了。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00019,319,"Sue: Call me when you get this.
Sue: it's important
Steve: OK, I'm calling","Sue asked Steve to call her upon receiving the message because it was important, and Steve confirmed he was calling.",苏请史蒂夫收到消息后给她打电话，因为这很重要，史蒂夫确认他正在打电话。,Steve is calling Sue at her request.,史蒂夫正按照苏的要求给她打电话。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00020,346,"Timmy: Who do u wanna invite?
Gemma: Well, there's u and ur date :)
Timmy: Not sure about the date, but I'll be there :) who else?
Gemma: I was thinking about Lona and Michelle.
Timmy: Still thinking ur getting invites to their weddings?
Gemma: It's not like that.
Timmy: Sure it is ;) just don't wanna admit it ;)
Gemma: Fine! I want to come to their wedding receptions!
Timmy: There we go :) was it so hard?
Gemma: Yes.
Timmy: And u think u can change their minds?
Gemma: Dunno.","Gemma is inviting Timmy and potentially his date, along with Lona and Michelle, to a gathering, and she admits she hopes to be invited to Lona and Michelle’s wedding receptions. Timmy playfully teases Gemma about wanting to attend their weddings, and she acknowledges she’s unsure if she can convince them to invite her.",杰玛正在邀请蒂米和他的潜在约会对象，以及洛娜和米歇尔参加聚会，她承认她希望被邀请参加洛娜和米歇尔的婚礼招待会。蒂米调侃杰玛想参加他们的婚礼，她承认她不确定是否能说服她们邀请她。,"Gemma will invite Timmy and his Date, as well as Lona and Michelle to her wedding.",杰玛将邀请蒂米和他的约会对象，以及罗娜和米歇尔参加她的婚礼。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00021,355,"Ann: Congratulations!!
Ann: You did great, both of you!
Sue: Thanks, Ann
Julie: I'm glad it's over!
Julie: That's co cute of you, girl!
Ann: Let's have a little celebration tonight! 
Sue: I'm in
Julie: me too!!! aww","Ann congratulated Sue and Julie on a job well done, and they all agreed to celebrate that night.",安妮祝贺苏和朱莉工作完成得很好，她们都同意那天晚上庆祝。,"Ann, Sue and Julie did a great job and they will have a little celebration tonight.",安、苏和朱莉做得很好，今晚他们会举行一个小小的庆祝活动。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00022,367,"Steve: hiya the dishwasher has turned up
Mum: good did they install it for you
Steve: yes they did a good job
Steve: <file_photo>
Mum: looks really nice
Steve: yes it does its nice and quiet
Mum: is it a 12 place setting one?
Steve: I think so, not that I ever have 12 for dinner lol
Mum: not but you dont have to put it on every day
Steve: no every other
Mum: yes I'm glad you are pleased with it xx
Steve: I am thanks mum xxx","Steve informed his mum that the dishwasher was installed and working well, noting it was quiet and likely a 12-place setting. His mum expressed her happiness that he was pleased with it.",史蒂夫告知他的母亲洗碗机已经安装完毕，并且运行良好，他指出洗碗机运行安静，而且可能是12套餐具的容量。他的母亲表达了她很高兴他对此感到满意。,Steve is happy that he got a new dishwasher installed.,史蒂夫很高兴他装了一台新的洗碗机。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00023,393,"Marika: Are you coming today?
Lara: Yes!
Marika: Great!",Lara confirmed to Marika that she is coming today.,拉拉向玛丽卡确认她今天会来。,Marika is coming today.,玛丽卡今天会来。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00024,417,"Miranda: Hi S, could we cancel tomorrow's meeting?
Stephanie: again? what happened?
Miranda: I have to work :(
Stephanie: you work 20 hours a day!
Miranda: that's what young doctors do
Stephanie: they kill themselves working
Miranda: no they come close to death but survive and it makes them immortal
Stephanie: as long as you have an explanation :D","Miranda requested to cancel their meeting due to work, explaining that it's common for young doctors to work long hours, which Stephanie jokingly countered with concerns about burnout. Miranda then playfully responded with a hyperbolic statement about doctors nearing death but becoming immortal.",米兰达因工作原因请求取消他们的会议，解释说年轻医生长时间工作是很常见的现象，对此斯蒂芬妮开玩笑地表示担心职业倦怠。米兰达随后以一种夸张的方式回应说医生们接近死亡却能变得不朽。,Miranda can't make her meeting with Stephanie as she has to work. ,米兰达不能去见斯蒂芬妮，因为她要工作。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00025,432,"Javier: Hey do you know any tattoo parlors over here with English speaking employees?
Judie: Oh there's Warsaw ink
Javier: the name sounds neat... have you had a tattoo done there?
Judie: nope but my gf has
Javier: got a pic?
Judie: <file_photo>
Javier: wow that looks amazing
Javier: how much did she pay?
Judie: it was a 1000
Javier: fuck
Javier: let me just get a tatttoo back in colombia then, thx","Javier asked Judie for English-speaking tattoo parlors, and Judie recommended Warsaw Ink where her girlfriend got a tattoo for 1000. Javier decided it was too expensive and will get a tattoo in Colombia instead.",哈维尔向朱迪询问会说英语的纹身店，朱迪推荐了华沙印克，她的女朋友在那里花了一千元做了纹身。哈维尔觉得太贵了，决定改在哥伦比亚做纹身。,Javier was initially eager to have a tatoo done at Warsaw Ink but the price turned out to be too high. Javier decided to have a tatoo done in Colombia.,哈维尔最初很想在warsaw ink纹身，但价格太高了。他决定去哥伦比亚做纹身。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00026,433,"Sam: You own a really nice hotel, guys 😊
Jessica: Thanks Sam 😊
Michael: Thanks, mate 
Sam: How is our hotel room set for next month? Hope that the manager will arrange the very best for us 😉
Michael: you’re damn right, Sam
Michael: are you coming on the 15th of August?
Sam: Yep! We’ll be at the hotel around 2 p.m.
Jessica: I’m soooo happy to see you again!
Sam: Me, too 😊","Sam complimented Jessica and Michael on their hotel and confirmed his arrival on August 15th around 2 p.m., expressing excitement to see them again. Jessica and Michael acknowledged Sam’s compliment and confirmed they would arrange a good room for him.",萨姆赞美了杰西卡和迈克尔的酒店，并确认他将于8月15日下午2点左右到达，表达了再次见到他们的喜悦。杰西卡和迈克尔感谢了萨姆的赞美，并确认他们会为他安排一间好房间。,Sam appreciates the hotel owned by Jessica and Michael. Sam is going there on the 15th August at around 2pm.,山姆很喜欢杰西卡和迈克尔的酒店。他会在8月15日下午2点左右去那里。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00027,442,"Terence: What the hell, Danny. You took my money, didn't you? :/
Daniel: What, your money?? Why would I
Terence: Don't play dumb
Daniel: Are you calling me a liar, Terry??
Terence: I'm not stupid, Danny
Daniel: And I'm not a thief?? That's not cool, man :/
Terence: ... Oh shit, I'm sorry, I've just found it. Forgot I'd placed it elsewhere last month
Daniel: Good for you then
Terence: Are you upset
Daniel: What do you think?? Yeah, oh-fucking-course I am","Terence accused Daniel of stealing his money, but later apologized after finding it himself. Daniel expressed his anger at the false accusation.",特伦斯指责丹尼尔偷了他的钱，但后来在找到钱后道歉。丹尼尔表达了他对这虚假指控的愤怒。,Terence accused Daniel of taking his money. Terence finds the money later and apologizes to Daniel. Daniel is still upset.,特伦斯指控丹尼尔偷了他的钱。后来他找到了钱，就向丹尼尔道歉。但是丹尼尔还在生气。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00028,499,"Natacha: hi, i can come and pick you up at the RER.
Charles: so  nice. I just landed. I think i'll arrive about 5:30pm. I'll give you a call
Natacha: ok ,call  me when  you'll be at the station Vesinet. 
Charles: thanks . see you","Natacha offered to pick Charles up at the RER station, and he will arrive around 5:30pm and call her when he’s at the Vesinet station.",娜塔莎提出要从火车站接查尔斯，他大约在下午5点30分到达，并在韦西内站时给她打电话。,Charles has just landed and he will be at RER about 5.30 PM. Natacha will pick him up from there.,查尔斯刚刚落地，他会在下午五点半到达rer，娜塔夏会在那里接他。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00029,528,"Meg: still at school?
Ann: i have extra math classes
Meg: so when can i meet you?
Ann: i will be home at 7","Ann is at school for extra math classes and will be home at 7 PM, allowing Meg to meet her then.",安妮在学校上额外的数学课，晚上7点会回家，梅格那时可以和她见面。,Ann is still at school. She will be home at 7 so she can meet Meg then.,安还在学校，她7点会回家，这样她就可以和麦格见面了。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00030,532,"Pete: What flavour yogurt did you want again? My brain is like a sieve today.
Jen: Pear but only if they've got it. Otherwise don't worry about it.
Pete: I'll have a look around. If they don't have pear can I get a different flavour?
Jen: I don't like any other flavour. If they don't have pear just don't get anything at all then.
Pete: OK.","Pete is going to check if the store has pear yogurt for Jen, and if not, he shouldn't get any yogurt at all, as Jen doesn't like other flavors.",皮特将去查看商店是否有梨味酸奶给珍，如果没有，他就不要购买任何酸奶，因为珍不喜欢其他口味。,Pete will get a pear yogurt for Jen if they have it.,如果商店里有梨味酸奶， 皮特会给珍买的。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00031,536,"Christie: how are you after the party?
Katie: really tired... and you?
Christie: same
Christie: the party was great!
Katie: Yeah, we had fun! :)",Christie and Katie both feel tired after attending a great party that they both enjoyed.,克里斯蒂和凯蒂在参加了一个她们都很喜欢的精彩派对后，都感到疲惫。,Christie and Katie are tired after the party. They both had fun.,克里斯蒂和凯蒂在聚会后累了。他们都玩得很开心。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00032,537,"Sam: Are you working tomorrow?
Carla: No, it's my day off
Sam: I'm free in the afternoon, do you fancy meeting up?
Carla: Yeah, sure
Sam: Ok, great! Shall we go to Meanwood?
Carla: Ok, there's that cafe there that does the yummy cakes. Meet you at 2?
Sam: Yes - looking forward to it!
Carla: See you tom! xx","Sam and Carla arranged to meet at a cafe in Meanwood at 2 PM tomorrow, as it is Carla’s day off. They both expressed excitement about the meetup.",萨姆和卡拉约定明天下午两点在米恩伍德的一家咖啡馆见面，因为那天是卡拉的休息日。他们都表达了对这次见面的兴奋之情。,Carla has a day off tomorrow. She will meet Sam in Meanwood in a cafe at 2 pm.,卡拉明天有一天假。她将在下午两点在meanwood的一个咖啡馆和山姆见面。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00033,544,"Joana: wana play some games?
Sandy: what games?
Joana: maybe dixit?
Joana: or carcassonne?
Sandy: why not?
Joana: ok, I'll bring them 2 u
Sandy: great :)","Joana and Sandy decided to play either Dixit or Carcassonne, and Joana will bring the games to Sandy.",约阿娜和桑迪决定玩《迪克西特》或《卡卡颂》，约阿娜会把游戏带给桑迪。,Joana will bring Sandy some games like dixit and carcassonne.,琼娜将为桑迪带来一些像迪克西特和卡尔卡松这样的游戏。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00034,548,"Steve: Bought the new Dream Theater album 5 minutes ago. I hope it's good.
Rob: I have it here on my desk, ready for the first listening.
Steve: Ok, I'll tell you later what I think about it.
Rob: Same here. See you later!",Steve and Rob both recently acquired Dream Theater’s new album and plan to share their opinions on it later. They will discuss the album after both have had a chance to listen.,史蒂夫和罗伯最近都获得了梦剧场的新专辑，并计划稍后分享他们对它的看法。他们将在两人都听过专辑后讨论它。,"Steve and Rob will talk about new Dream Theater album, after they finish listening.",史蒂夫和罗伯将在听完后谈论新的梦剧场专辑。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00035,551,"Peter: Can you send me the link of your beauty shop?
Joy: Definitely
Joy: It is https:// *********
Joy: Hope you will like it and feel free to ask any questions.
Peter: Okay. Let me look at it.",Joy sent Peter the link to her beauty shop and invited him to ask any questions. Peter acknowledged receiving the link and said he would check it out.,乔伊将她的美容店链接发送给彼得，并邀请他提出任何问题。彼得确认已收到链接，并表示他会查看。,Joy sent Peter the link to her beauty shop.,乔伊把她美容店的链接发给了彼得。,summarize_then_translate,gemma3:27b,gemma3:27b,2
